objectid,incident_num,incident_date,district,ballistics_evidence,hour_of_day,day_of_week,year,quarter,month,neighborhood
14861,212015642,2021-03-12,B2,0,19,5,2021,1,3,Roxbury
14862,222067711,2022-09-03,C11,0,16,7,2022,3,9,Dorchester
14863,212015597,2021-03-11,B2,0,15,5,2021,1,3,Roxbury
14864,222068102,2022-09-05,B2,1,4,2,2022,3,9,Roxbury
14865,212015468,2021-03-11,E18,0,4,5,2021,1,3,Hyde Park
14866,222068048,2022-09-05,E13,1,21,1,2022,3,9,Jamaica Plain
14867,212015948,2021-03-13,B2,1,19,6,2021,1,3,Roxbury
14868,222068563,2022-09-07,D4,0,1,4,2022,3,9,Roxbury
14869,212015935,2021-03-13,B2,1,19,6,2021,1,3,Mission Hill
14870,222068547,2022-09-07,D4,0,23,3,2022,3,9,Roxbury
14871,212016321,2021-03-14,B2,0,13,1,2021,1,3,Roxbury
14872,222068856,2022-09-08,B3,0,0,5,2022,3,9,Dorchester
14873,212016273,2021-03-14,B3,0,9,1,2021,1,3,Mattapan
14874,222069186,2022-09-09,B3,0,2,6,2022,3,9,Dorchester
14875,212015979,2021-03-13,C11,0,23,6,2021,1,3,Dorchester
14876,222069135,2022-09-09,C11,0,20,5,2022,3,9,Dorchester
14877,212016540,2021-03-15,C11,0,12,2,2021,1,3,Dorchester
14878,222069949,2022-09-11,C11,1,19,1,2022,3,9,Dorchester
14879,212017217,2021-03-18,B2,1,8,5,2021,1,3,Roxbury
14880,222069937,2022-09-11,B3,1,18,1,2022,3,9,Dorchester
14881,212017183,2021-03-18,B2,1,22,4,2021,1,3,Roxbury
14882,222069896,2022-09-11,B3,1,16,1,2022,3,9,Dorchester
14883,212017167,2021-03-18,D4,0,20,4,2021,1,3,Roxbury
14884,222069781,2022-09-11,B3,1,3,1,2022,3,9,Dorchester
14885,212017440,2021-03-19,B3,0,23,5,2021,1,3,Dorchester
14886,222069473,2022-09-10,B3,1,23,6,2022,3,9,Dorchester
14887,212017323,2021-03-18,C11,0,15,5,2021,1,3,Dorchester
14888,222069437,2022-09-10,B2,1,21,6,2022,3,9,Roxbury
14889,212018223,2021-03-18,D4,0,9,5,2021,1,3,South End
14890,222069988,2022-09-12,A7,0,22,1,2022,3,9,East Boston
14891,212017715,2021-03-20,C11,1,3,7,2021,1,3,Dorchester
14892,222069954,2022-09-12,E5,0,20,1,2022,3,9,Roslindale
14893,212018189,2021-03-22,E18,0,5,2,2021,1,3,Hyde Park
14894,222069778,2022-09-11,D4,0,1,1,2022,3,9,Roxbury
14895,212017977,2021-03-21,B3,0,0,1,2021,1,3,Mattapan
14896,222069764,2022-09-11,D4,0,2,1,2022,3,9,South End
14897,212017932,2021-03-21,E13,0,22,7,2021,1,3,Roxbury
14898,222069744,2022-09-11,B3,0,23,7,2022,3,9,Dorchester
14899,212017912,2021-03-21,B2,0,21,7,2021,1,3,Roxbury
14900,222070358,2022-09-13,C11,1,23,2,2022,3,9,Dorchester
14901,212017910,2021-03-21,E13,0,20,7,2021,1,3,Roxbury
14902,222070339,2022-09-13,C6,1,23,2,2022,3,9,South Boston
14903,222070323,2022-09-13,A15,1,22,2,2022,3,9,Charlestown
14904,212017881,2021-03-20,C11,0,19,7,2021,1,3,Dorchester
14905,222070150,2022-09-12,B2,1,14,2,2022,3,9,Roxbury
14906,212017724,2021-03-20,B3,0,4,7,2021,1,3,Dorchester
14907,222070309,2022-09-13,C11,0,21,2,2022,3,9,Dorchester
14908,212017675,2021-03-20,B3,0,20,6,2021,1,3,Mattapan
14909,222070483,2022-09-13,B2,0,3,3,2022,3,9,Roxbury
14910,212017552,2021-03-19,B3,0,14,6,2021,1,3,Dorchester
14911,222070646,2022-09-14,B3,0,23,3,2022,3,9,Dorchester
14912,212018442,2021-03-23,C11,1,0,3,2021,1,3,Dorchester
14913,222070642,2022-09-13,E13,0,11,3,2022,3,9,Roxbury
14914,212018413,2021-03-23,C11,0,21,2,2021,1,3,Dorchester
14915,222070601,2022-09-14,B3,0,20,3,2022,3,9,Dorchester
14916,212018190,2021-03-22,E13,0,6,2,2021,1,3,Jamaica Plain
14917,222070965,2022-09-15,D4,0,23,4,2022,3,9,Roxbury
14918,212018187,2021-03-22,B3,0,5,2,2021,1,3,Dorchester
14919,222070927,2022-09-14,B3,0,12,4,2022,3,9,Dorchester
14920,212018687,2021-03-24,B2,0,21,3,2021,1,3,Roxbury
14921,222071236,2022-09-15,B2,1,19,5,2022,3,9,Roxbury
14922,212018888,2021-03-25,C6,1,20,4,2021,1,3,South Boston
14923,222071219,2022-09-15,C11,0,18,5,2022,3,9,Dorchester
14924,212018921,2021-03-25,B2,0,22,4,2021,1,3,Roxbury
14925,222072069,2022-09-19,B3,1,22,1,2022,3,9,Dorchester
14926,212018895,2021-03-25,B3,0,20,4,2021,1,3,Mattapan
14927,222071840,2022-09-19,B3,1,23,1,2022,3,9,Mattapan
14928,212018898,2021-03-25,C6,0,20,4,2021,1,3,South Boston
14929,222071841,2022-09-18,A15,1,23,7,2022,3,9,Charlestown
14930,212019190,2021-03-26,C11,0,20,5,2021,1,3,Dorchester
14931,222071592,2022-09-17,E13,0,4,7,2022,3,9,Jamaica Plain
14932,212019172,2021-03-26,C11,0,20,5,2021,1,3,Dorchester
14933,222071536,2022-09-17,E18,0,21,6,2022,3,9,Hyde Park
14934,212018942,2021-03-25,B3,0,2,5,2021,1,3,Dorchester
14935,222071861,2022-09-18,E13,0,1,1,2022,3,9,Jamaica Plain
14936,212019710,2021-03-28,B2,1,23,7,2021,1,3,Mission Hill
14937,222072402,2022-09-20,B2,1,23,2,2022,3,9,Roxbury
14938,212019499,2021-03-27,B3,1,3,7,2021,1,3,Dorchester
14939,222072401,2022-09-20,C11,1,23,2,2022,3,9,Dorchester
14940,212019465,2021-03-27,C11,1,23,6,2021,1,3,Dorchester
14941,222072548,2022-09-20,B3,1,15,3,2022,3,9,Dorchester
14942,212019552,2021-03-27,B3,1,10,7,2021,1,3,Dorchester
14943,222072711,2022-09-21,B3,1,22,3,2022,3,9,Dorchester
14944,212019470,2021-03-27,E13,1,0,7,2021,1,3,Jamaica Plain
14945,222072743,2022-09-21,E13,1,3,4,2022,3,9,Jamaica Plain
14946,212019932,2021-03-29,C11,0,1,2,2021,1,3,Dorchester
14947,222072731,2022-09-21,E13,1,12,4,2022,3,9,Roxbury
14948,212019924,2021-03-29,C11,0,23,1,2021,1,3,Dorchester
14949,222073007,2022-09-22,C11,1,21,4,2022,3,9,Dorchester
14950,212019738,2021-03-28,E18,0,1,1,2021,1,3,Hyde Park
14951,222072993,2022-09-22,C11,0,20,4,2022,3,9,Dorchester
14952,212019762,2021-03-28,D4,0,7,1,2021,1,3,Back Bay
14953,222073017,2022-09-21,C11,0,18,4,2022,3,9,Dorchester
14954,212019750,2021-03-28,D14,0,4,1,2021,1,3,Allston
14955,222073302,2022-09-23,B3,1,22,5,2022,3,9,Dorchester
14956,212019604,2021-03-27,B2,0,13,7,2021,1,3,Roxbury
14957,222074041,2022-09-25,B2,1,19,1,2022,3,9,Roxbury
14958,212019450,2021-03-27,B3,0,22,6,2021,1,3,Dorchester
14959,222073624,2022-09-24,E18,1,3,7,2022,3,9,Hyde Park
14960,212018098,2021-03-21,E18,1,18,1,2021,1,3,Mattapan
14961,222074082,2022-09-26,B2,0,21,1,2022,3,9,Dorchester
14962,212020145,2021-03-30,B3,1,20,2,2021,1,3,Dorchester
14963,222073852,2022-09-25,C11,0,0,1,2022,3,9,Dorchester
14964,212020337,2021-03-30,B3,1,17,3,2021,1,3,Dorchester
14965,222073883,2022-09-25,B2,0,23,7,2022,3,9,Dorchester
14966,212020387,2021-03-31,C11,1,20,3,2021,1,3,Dorchester
14967,222073589,2022-09-24,D4,0,22,6,2022,3,9,Fenway
14968,212020661,2021-04-01,C6,1,21,4,2021,1,3,Dorchester
14969,222074516,2022-09-27,B2,0,13,3,2022,3,9,Roxbury
14970,212020663,2021-04-01,C11,0,21,4,2021,1,3,Dorchester
14971,222075026,2022-09-29,C11,1,3,5,2022,3,9,Dorchester
14972,212020656,2021-04-01,C11,0,20,4,2021,1,3,Dorchester
14973,222076120,2022-10-03,B3,1,22,1,2022,4,10,Dorchester
14974,212020452,2021-03-31,C11,0,3,4,2021,1,3,Dorchester
14975,222075925,2022-10-02,B2,1,5,1,2022,4,10,Roxbury
14976,212021474,2021-04-04,B3,1,0,1,2021,2,4,Dorchester
14977,222076105,2022-10-03,B3,0,21,1,2022,4,10,Mattapan
14978,212021435,2021-04-04,C11,1,22,7,2021,2,4,Dorchester
14979,222075637,2022-10-01,D4,0,1,7,2022,4,10,South End
14980,212021173,2021-04-03,B2,1,20,6,2021,2,4,Roxbury
14981,222075623,2022-10-01,B3,0,0,7,2022,4,10,Dorchester
14982,212021483,2021-04-04,B2,0,3,1,2021,2,4,Roxbury
14983,222075573,2022-10-01,B3,0,20,6,2022,3,9,Dorchester
14984,212021422,2021-04-06,B2,0,21,2,2021,2,4,Roxbury
14985,222076352,2022-10-03,B2,1,18,2,2022,4,10,Roxbury
14986,212021002,2021-04-02,B2,0,10,6,2021,2,4,Roxbury
14987,222076189,2022-10-03,E18,1,9,2,2022,4,10,Roslindale
14988,212021857,2021-04-05,A7,0,19,2,2021,2,4,East Boston
14989,222076420,2022-10-04,B2,0,0,3,2022,4,10,Roxbury
14990,212021916,2021-04-06,B2,0,2,3,2021,2,4,Roxbury
14991,222076785,2022-10-05,B3,1,15,4,2022,4,10,Mattapan
14992,212021680,2021-04-05,C11,0,8,2,2021,2,4,Dorchester
14993,222076929,2022-10-06,E18,0,1,5,2022,4,10,Hyde Park
14994,212022453,2021-04-08,C11,1,3,5,2021,2,4,Dorchester
14995,222077048,2022-10-06,E5,0,14,5,2022,4,10,West Roxbury
14996,212022279,2021-04-07,E18,1,12,4,2021,2,4,Hyde Park
14997,222077173,2022-10-07,B2,1,21,5,2022,4,10,Dorchester
14998,212022257,2021-04-07,B3,0,10,4,2021,2,4,Dorchester
14999,222077230,2022-10-07,C11,0,2,6,2022,4,10,Dorchester
15000,212022637,2021-04-08,C11,1,19,5,2021,2,4,Dorchester
15001,222077589,2022-10-07,E18,1,21,5,2022,4,10,Hyde Park
15002,212023305,2021-04-11,C6,1,14,1,2021,2,4,South Boston
15003,222077497,2022-10-08,A15,1,21,6,2022,4,10,Charlestown
15004,212023216,2021-04-11,D4,1,2,1,2021,2,4,South End
15005,222078282,2022-10-11,B2,0,3,3,2022,4,10,Dorchester
15006,212022949,2021-04-11,B2,1,23,7,2021,2,4,Dorchester
15007,222078270,2022-10-11,C11,0,23,2,2022,4,10,Dorchester
15008,212022837,2021-04-09,B2,1,15,6,2021,2,4,Mission Hill
15009,222077757,2022-10-09,E5,0,21,7,2022,4,10,West Roxbury
15010,212023458,2021-04-12,B3,0,4,2,2021,2,4,Mattapan
15011,222077741,2022-10-09,B3,0,20,7,2022,4,10,Dorchester
15012,212023414,2021-04-12,A7,0,21,1,2021,2,4,East Boston
15013,222077730,2022-10-08,B3,0,19,7,2022,4,10,Mattapan
15014,212023292,2021-04-11,B3,0,12,1,2021,2,4,Dorchester
15015,222077720,2022-10-08,B3,0,18,7,2022,4,10,Dorchester
15016,212023235,2021-04-11,C11,0,5,1,2021,2,4,Dorchester
15017,222077492,2022-10-08,B3,0,20,6,2022,4,10,Dorchester
15018,212023221,2021-04-11,B2,0,3,1,2021,2,4,Roxbury
15019,222077275,2022-10-07,B2,0,9,6,2022,4,10,Roxbury
15020,212023219,2021-04-11,B3,0,3,1,2021,2,4,Dorchester
15021,222078518,2022-10-11,B3,0,19,3,2022,4,10,Mattapan
15022,212023218,2021-04-11,B3,0,3,1,2021,2,4,Dorchester
15023,222078296,2022-10-11,E18,1,22,2,2022,4,10,Hyde Park
15024,212023220,2021-04-11,B2,0,2,1,2021,2,4,Roxbury
15025,222078708,2022-10-12,D4,1,14,4,2022,4,10,Roxbury
15026,212023224,2021-04-11,B3,0,23,7,2021,2,4,Mattapan
15027,222079183,2022-10-14,E18,1,2,6,2022,4,10,Hyde Park
15028,212023171,2021-04-11,B3,0,23,7,2021,2,4,Dorchester
15029,222079502,2022-10-15,D4,1,2,7,2022,4,10,South End
15030,212023134,2021-04-11,B2,0,20,7,2021,2,4,Roxbury
15031,222079443,2022-10-15,B3,1,22,6,2022,4,10,Dorchester
15032,212023121,2021-04-10,B2,0,19,7,2021,2,4,Roxbury
15033,222079458,2022-10-15,B3,1,23,6,2022,4,10,Mattapan
15034,212022969,2021-04-10,B2,0,3,7,2021,2,4,Roxbury
15035,222079983,2022-10-17,E18,0,0,2,2022,4,10,Hyde Park
15036,212022971,2021-04-10,B3,0,2,7,2021,2,4,Mattapan
15037,222079932,2022-10-16,A15,0,19,1,2022,4,10,Charlestown
15038,212022958,2021-04-10,C11,0,1,7,2021,2,4,Dorchester
15039,222079910,2022-10-16,B2,0,18,1,2022,4,10,Dorchester
15040,212023161,2021-04-11,E13,0,22,7,2021,2,4,Jamaica Plain
15041,222079777,2022-10-16,B2,0,3,1,2022,4,10,Roxbury
15042,212023118,2021-04-10,B2,0,17,7,2021,2,4,Dorchester
15043,222079756,2022-10-16,B2,0,1,1,2022,4,10,Roxbury
15044,212023685,2021-04-13,E18,1,23,2,2021,2,4,Hyde Park
15045,222080081,2022-10-17,B2,0,11,2,2022,4,10,Dorchester
15046,212023657,2021-04-13,C11,1,21,2,2021,2,4,Dorchester
15047,222080612,2022-10-19,B2,0,1,4,2022,4,10,Roxbury
15048,212023950,2021-04-14,B3,1,23,3,2021,2,4,Dorchester
15049,222080603,2022-10-19,C11,0,23,3,2022,4,10,Dorchester
15050,212023916,2021-04-14,B3,1,21,3,2021,2,4,Mattapan
15051,222080971,2022-10-20,C6,1,8,5,2022,4,10,South Boston
15052,212023733,2021-04-13,C11,0,10,3,2021,2,4,Dorchester
15053,222081191,2022-10-21,B2,0,5,6,2022,4,10,Roxbury
15054,212024227,2021-04-15,E5,1,22,4,2021,2,4,Roslindale
15055,222081144,2022-10-21,B3,0,20,5,2022,4,10,Mattapan
15056,212024169,2021-04-14,E18,1,19,4,2021,2,4,Hyde Park
15057,222081068,2022-10-20,C11,0,17,5,2022,4,10,Dorchester
15058,212024164,2021-04-14,C11,1,18,4,2021,2,4,Dorchester
15059,222081988,2022-10-24,B2,0,4,2,2022,4,10,Roxbury
15060,212024124,2021-04-14,B3,1,16,4,2021,2,4,Mattapan
15061,222081952,2022-10-24,E13,0,21,1,2022,4,10,Jamaica Plain
15062,212024116,2021-04-14,C11,0,16,4,2021,2,4,Dorchester
15063,222081689,2022-10-23,B2,0,21,7,2022,4,10,Dorchester
15064,212024004,2021-04-14,C11,0,8,4,2021,2,4,Dorchester
15065,222081504,2022-10-22,E18,1,3,7,2022,4,10,Hyde Park
15066,212025337,2021-04-19,E5,1,18,2,2021,2,4,Roslindale
15067,222081488,2022-10-22,B2,0,23,6,2022,4,10,Dorchester
15068,212025122,2021-04-19,B3,1,1,2,2021,2,4,Dorchester
15069,222081502,2022-10-22,B2,0,23,6,2022,4,10,Roxbury
15070,212025093,2021-04-19,B2,1,22,1,2021,2,4,Dorchester
15071,222081478,2022-10-22,D4,0,2,7,2022,4,10,South End
15072,212025048,2021-04-18,B3,1,18,1,2021,2,4,Dorchester
15073,222081476,2022-10-22,B2,0,2,7,2022,4,10,Roxbury
15074,212024679,2021-04-17,B2,1,23,6,2021,2,4,Dorchester
15075,222081474,2022-10-22,C11,0,1,7,2022,4,10,Dorchester
15076,212025236,2021-04-19,B3,0,14,2,2021,2,4,Dorchester
15077,222081402,2022-10-21,B3,1,19,6,2022,4,10,Mattapan
15078,212025081,2021-04-19,E13,0,20,1,2021,2,4,Jamaica Plain
15079,222081510,2022-10-22,C11,0,0,7,2022,4,10,Dorchester
15080,212025010,2021-04-18,B2,0,15,1,2021,2,4,Roxbury
15081,222082109,2022-10-24,C11,1,14,2,2022,4,10,Dorchester
15082,212024994,2021-04-18,B3,0,14,1,2021,2,4,Dorchester
15083,222082296,2022-10-25,C11,0,5,3,2022,4,10,Dorchester
15084,212024998,2021-04-18,C11,0,14,1,2021,2,4,Dorchester
15085,222082541,2022-10-26,C6,1,20,3,2022,4,10,Dorchester
15086,212024991,2021-04-18,C11,0,14,1,2021,2,4,Dorchester
15087,222082543,2022-10-26,B2,0,21,3,2022,4,10,Mission Hill
15088,212024912,2021-04-18,E13,0,3,1,2021,2,4,Jamaica Plain
15089,222082811,2022-10-27,B3,0,23,4,2022,4,10,Dorchester
15090,212024902,2021-04-18,C11,0,2,1,2021,2,4,Dorchester
15091,222083200,2022-10-28,B3,1,4,6,2022,4,10,Dorchester
15092,212024892,2021-04-18,C11,0,1,1,2021,2,4,Dorchester
15093,222083198,2022-10-28,B2,0,1,6,2022,4,10,Roxbury
15094,212025341,2021-04-20,B3,1,21,2,2021,2,4,Dorchester
15095,222083194,2022-10-28,B2,0,1,6,2022,4,10,Roxbury
15096,212025610,2021-04-21,C11,1,2,4,2021,2,4,Dorchester
15097,222083945,2022-10-31,B2,0,20,1,2022,4,10,Dorchester
15098,212025586,2021-04-21,C11,1,23,3,2021,2,4,Dorchester
15099,222083824,2022-10-30,C11,0,0,1,2022,4,10,Dorchester
15100,212025582,2021-04-21,B3,1,22,3,2021,2,4,Dorchester
15101,222084255,2022-10-31,B2,1,19,2,2022,4,10,Mission Hill
15102,212025577,2021-04-21,B2,1,22,3,2021,2,4,Dorchester
15103,222084249,2022-10-31,A7,1,18,2,2022,4,10,East Boston
15104,212025642,2021-04-21,B3,0,8,4,2021,2,4,Dorchester
15105,222084288,2022-10-31,E18,0,19,2,2022,4,10,Hyde Park
15106,212025614,2021-04-21,B3,0,3,4,2021,2,4,Dorchester
15107,222084656,2022-11-02,C11,0,0,4,2022,4,11,Dorchester
15108,212025540,2021-04-20,C11,0,18,3,2021,2,4,Dorchester
15109,222084537,2022-11-01,B2,1,17,3,2022,4,11,Dorchester
15110,212025531,2021-04-20,B2,0,17,3,2021,2,4,Roxbury
15111,222084351,2022-11-01,C11,0,3,3,2022,4,11,Dorchester
15112,212025745,2021-04-21,D4,0,15,4,2021,2,4,South End
15113,222084896,2022-11-02,B2,0,18,4,2022,4,11,Dorchester
15114,212025742,2021-04-21,B3,0,14,4,2021,2,4,Dorchester
15115,222084961,2022-11-03,C11,0,22,4,2022,4,11,Dorchester
15116,212025587,2021-04-22,B3,0,22,4,2021,2,4,Dorchester
15117,222085242,2022-11-03,B2,1,19,5,2022,4,11,Dorchester
15118,212026623,2021-04-25,B3,1,4,1,2021,2,4,Mattapan
15119,222085081,2022-11-03,B3,0,11,5,2022,4,11,Dorchester
15120,212026599,2021-04-25,B3,1,2,1,2021,2,4,Dorchester
15121,222085244,2022-11-03,B3,0,19,5,2022,4,11,Dorchester
15122,212026600,2021-04-25,C11,1,2,1,2021,2,4,Dorchester
15123,222085281,2022-11-04,E5,0,22,5,2022,4,11,Roslindale
15124,212026593,2021-04-25,A1,1,1,1,2021,2,4,Leather District
15125,222086126,2022-11-07,C11,0,3,2,2022,4,11,Dorchester
15126,212026583,2021-04-25,B2,1,0,1,2021,2,4,Roxbury
15127,222085867,2022-11-06,D4,0,1,1,2022,4,11,Roxbury
15128,212026598,2021-04-25,B3,1,0,1,2021,2,4,Dorchester
15129,222085795,2022-11-05,B3,1,19,7,2022,4,11,Mattapan
15130,212026587,2021-04-25,A7,1,0,1,2021,2,4,East Boston
15131,222085399,2022-11-04,B2,1,12,6,2022,4,11,Roxbury
15132,212026460,2021-04-24,B3,1,15,7,2021,2,4,Mattapan
15133,222085864,2022-11-06,D4,0,1,1,2022,4,11,Roxbury
15134,212026567,2021-04-25,B3,0,22,7,2021,2,4,Dorchester
15135,222086425,2022-11-08,B2,0,23,2,2022,4,11,Roxbury
15136,212026547,2021-04-25,C11,0,21,7,2021,2,4,Dorchester
15137,222086418,2022-11-08,E13,1,22,2,2022,4,11,Jamaica Plain
15138,212026538,2021-04-25,C11,0,20,7,2021,2,4,Dorchester
15139,222086395,2022-11-08,E13,1,19,2,2022,4,11,Jamaica Plain
15140,212026459,2021-04-24,B3,0,15,7,2021,2,4,Mattapan
15141,222086393,2022-11-08,B2,0,19,2,2022,4,11,Roxbury
15142,212026339,2021-04-24,C11,0,5,7,2021,2,4,Dorchester
15143,222086449,2022-11-08,C11,1,4,3,2022,4,11,Dorchester
15144,212026331,2021-04-24,C11,0,3,7,2021,2,4,Dorchester
15145,222086138,2022-11-07,B3,1,6,2,2022,4,11,Mattapan
15146,212026274,2021-04-24,C11,0,21,6,2021,2,4,Dorchester
15147,222086101,2022-11-07,B2,1,23,1,2022,4,11,Dorchester
15148,212026766,2021-04-25,C6,1,18,1,2021,2,4,Dorchester
15149,222085426,2022-11-08,D4,0,22,2,2022,4,11,Roxbury
15150,212026854,2021-04-26,B2,0,6,2,2021,2,4,Roxbury
15151,222086758,2022-11-09,B3,0,3,4,2022,4,11,Mattapan
15152,212026591,2021-04-25,B3,1,1,1,2021,2,4,Dorchester
15153,222086753,2022-11-09,B3,0,3,4,2022,4,11,Dorchester
15154,212026877,2021-04-26,B2,0,9,2,2021,2,4,Roxbury
15155,222086805,2022-11-10,E5,1,22,4,2022,4,11,Roslindale
15156,212027035,2021-04-26,B3,1,18,2,2021,2,4,Dorchester
15157,222087059,2022-11-10,E18,0,4,5,2022,4,11,Hyde Park
15158,212027102,2021-04-27,B2,1,0,3,2021,2,4,Roxbury
15159,222087053,2022-11-10,E13,0,3,5,2022,4,11,Jamaica Plain
15160,212027110,2021-04-27,E13,1,2,3,2021,2,4,Jamaica Plain
15161,222087041,2022-11-10,C6,0,0,5,2022,4,11,South Boston
15162,212026844,2021-04-26,C11,0,1,2,2021,2,4,Dorchester
15163,222088514,2022-11-15,C11,1,0,3,2022,4,11,Dorchester
15164,212027326,2021-04-28,D4,1,20,3,2021,2,4,South End
15165,222088426,2022-11-14,B3,0,18,2,2022,4,11,Unknown
15166,212027358,2021-04-28,E13,0,23,3,2021,2,4,Roxbury
15167,222088421,2022-11-15,B2,1,19,2,2022,4,11,Roxbury
15168,212027331,2021-04-28,B2,0,21,3,2021,2,4,Dorchester
15169,222087989,2022-11-13,E18,1,1,1,2022,4,11,Hyde Park
15170,212027320,2021-04-27,B3,0,19,3,2021,2,4,Dorchester
15171,222087692,2022-11-12,B3,1,4,7,2022,4,11,Dorchester
15172,212027306,2021-04-27,B3,0,19,3,2021,2,4,Mattapan
15173,222088198,2022-11-14,C11,0,22,1,2022,4,11,Dorchester
15174,212027036,2021-04-26,B3,1,18,2,2021,2,4,Dorchester
15175,222087932,2022-11-13,B2,0,22,7,2022,4,11,Mission Hill
15176,212027622,2021-04-29,B2,0,0,5,2021,2,4,Roxbury
15177,222087820,2022-11-12,C11,0,15,7,2022,4,11,Dorchester
15178,212027837,2021-04-30,E18,0,0,6,2021,2,4,Hyde Park
15179,222088095,2022-11-13,C11,0,15,1,2022,4,11,Dorchester
15180,212028288,2021-05-02,B3,1,20,7,2021,2,5,Dorchester
15181,222087648,2022-11-12,E18,0,23,6,2022,4,11,Hyde Park
15182,212028113,2021-05-01,C11,1,0,7,2021,2,5,Dorchester
15183,222087346,2022-11-11,C11,0,23,5,2022,4,11,Dorchester
15184,212028117,2021-05-01,B3,1,0,7,2021,2,5,Dorchester
15185,222087311,2022-11-11,D4,0,19,5,2022,4,11,Fenway
15186,212028549,2021-05-03,C11,0,23,1,2021,2,5,Dorchester
15187,222088817,2022-11-16,B2,0,22,3,2022,4,11,Roxbury
15188,212028323,2021-05-02,D4,0,22,7,2021,2,5,South End
15189,222089093,2022-11-17,C11,0,0,5,2022,4,11,Dorchester
15190,212028258,2021-05-01,B2,0,17,7,2021,2,5,Roxbury
15191,222089094,2022-11-17,C11,0,0,5,2022,4,11,Dorchester
15192,212028186,2021-05-01,B3,0,11,7,2021,2,5,Dorchester
15193,222089103,2022-11-17,C11,0,0,5,2022,4,11,Dorchester
15194,212028128,2021-05-01,B3,0,3,7,2021,2,5,Mattapan
15195,222089399,2022-11-18,B3,1,0,6,2022,4,11,Mattapan
15196,212028094,2021-05-01,B3,1,22,6,2021,2,4,Dorchester
15197,222090149,2022-11-21,B3,0,1,2,2022,4,11,Mattapan
15198,212029037,2021-05-05,B2,1,22,3,2021,2,5,Roxbury
15199,222090138,2022-11-21,D14,0,22,1,2022,4,11,Brighton
15200,212029426,2021-05-06,B2,1,14,5,2021,2,5,Roxbury
15201,222089965,2022-11-20,B3,0,4,1,2022,4,11,Dorchester
15202,212029325,2021-05-06,C11,0,2,5,2021,2,5,Dorchester
15203,222089893,2022-11-20,C11,0,20,7,2022,4,11,Dorchester
15204,212029316,2021-05-06,B3,0,1,5,2021,2,5,Dorchester
15205,222090168,2022-11-21,B3,0,6,2,2022,4,11,Dorchester
15206,212029603,2021-05-07,B2,0,3,6,2021,2,5,Roxbury
15207,222090717,2022-11-23,E13,0,1,4,2022,4,11,Jamaica Plain
15208,212029867,2021-05-08,B2,1,22,6,2021,2,5,Roxbury
15209,222089711,2022-11-19,E18,0,4,7,2022,4,11,Mattapan
15210,212029880,2021-05-08,B2,1,23,6,2021,2,5,Dorchester
15211,222091140,2022-11-25,B2,0,1,6,2022,4,11,Roxbury
15212,212029881,2021-05-08,B2,1,23,6,2021,2,5,Dorchester
15213,222091091,2022-11-25,B3,1,19,5,2022,4,11,Dorchester
15214,212030046,2021-05-09,E13,1,18,1,2021,2,5,Jamaica Plain
15215,222091538,2022-11-27,B2,0,19,7,2022,4,11,Mission Hill
15216,212030147,2021-05-09,B3,1,4,1,2021,2,5,Mattapan
15217,222091506,2022-11-26,B3,1,17,7,2022,4,11,Dorchester
15218,212030342,2021-05-10,B3,0,23,1,2021,2,5,Dorchester
15219,222092061,2022-11-29,E18,0,20,2,2022,4,11,Hyde Park
15220,212030332,2021-05-10,B2,0,22,1,2021,2,5,Roxbury
15221,222091986,2022-11-28,B2,0,17,2,2022,4,11,Dorchester
15222,212030131,2021-05-09,C11,0,1,1,2021,2,5,Dorchester
15223,222091953,2022-11-28,B3,0,15,2,2022,4,11,Dorchester
15224,212030126,2021-05-09,C11,0,1,1,2021,2,5,Dorchester
15225,222092403,2022-11-30,C11,0,10,4,2022,4,11,Dorchester
15226,212030142,2021-05-09,B2,0,23,7,2021,2,5,Roxbury
15227,222092490,2022-11-30,B2,0,1,4,2022,4,11,Roxbury
15228,212030847,2021-05-12,B2,1,21,3,2021,2,5,Roxbury
15229,222092367,2022-11-30,E13,1,20,3,2022,4,11,Jamaica Plain
15230,212030596,2021-05-11,B2,1,21,2,2021,2,5,Roxbury
15231,222092598,2022-11-30,E13,0,16,4,2022,4,11,Jamaica Plain
15232,212030876,2021-05-12,C11,1,1,4,2021,2,5,Dorchester
15233,222093658,2022-12-04,B3,1,14,1,2022,4,12,Mattapan
15234,212030453,2021-05-10,C6,0,12,2,2021,2,5,Unknown
15235,222093701,2022-12-04,B2,0,16,1,2022,4,12,Dorchester
15236,212031109,2021-05-13,B3,1,21,4,2021,2,5,Dorchester
15237,222093698,2022-12-04,C11,0,16,1,2022,4,12,Dorchester
15238,212031055,2021-05-12,D4,0,18,4,2021,2,5,Roxbury
15239,222093579,2022-12-04,B3,0,3,1,2022,4,12,Dorchester
15240,212031127,2021-05-13,B2,1,23,4,2021,2,5,Roxbury
15241,222093466,2022-12-03,B2,0,17,7,2022,4,12,Roxbury
15242,212031146,2021-05-13,B3,0,2,5,2021,2,5,Dorchester
15243,222093345,2022-12-03,E18,0,9,7,2022,4,12,Hyde Park
15244,212031139,2021-05-13,B3,0,1,5,2021,2,5,Dorchester
15245,222093311,2022-12-03,E18,0,3,7,2022,4,12,Hyde Park
15246,212031399,2021-05-14,C11,1,1,6,2021,2,5,Dorchester
