objectid,incident_num,incident_date,district,ballistics_evidence,hour_of_day,day_of_week,year,quarter,month,neighborhood
10829,I182092008,2018-11-14,C11,0,22,3,2018,4,11,Dorchester
10830,P180599485,2018-11-16,C11,0,23,5,2018,4,11,Dorchester
10831,I182092579,2018-11-16,B2,0,20,5,2018,4,11,Roxbury
10832,I182091874,2018-11-13,E13,1,15,3,2018,4,11,Jamaica Plain
10833,I182093239,2018-11-18,A7,1,1,1,2018,4,11,East Boston
10834,I182093134,2018-11-17,C6,1,18,7,2018,4,11,South Boston
10835,I182093100,2018-11-17,D4,1,16,7,2018,4,11,Roxbury
10836,I182092855,2018-11-16,C6,1,18,6,2018,4,11,Dorchester
10837,I182093491,2018-11-19,C11,0,2,2,2018,4,11,Dorchester
10838,I182093174,2018-11-18,E5,0,21,7,2018,4,11,Roslindale
10839,I182092959,2018-11-17,C11,0,7,7,2018,4,11,Dorchester
10840,I182092917,2018-11-17,B3,0,1,7,2018,4,11,Dorchester
10841,I182092864,2018-11-17,E13,0,20,6,2018,4,11,Jamaica Plain
10842,I182092802,2018-11-16,C11,0,16,6,2018,4,11,Dorchester
10843,I182093726,2018-11-20,B3,1,19,2,2018,4,11,Dorchester
10844,I182093746,2018-11-20,B3,0,22,2,2018,4,11,Dorchester
10845,I182094081,2018-11-21,B3,0,2,4,2018,4,11,Dorchester
10846,I182094017,2018-11-21,B3,0,20,3,2018,4,11,Dorchester
10847,I182094474,2018-11-23,C11,1,0,6,2018,4,11,Dorchester
10848,I182094372,2018-11-22,C11,0,5,5,2018,4,11,Dorchester
10849,I182094311,2018-11-22,B2,0,21,4,2018,4,11,Roxbury
10850,P180613481,2018-11-25,A15,0,21,7,2018,4,11,Charlestown
10851,I182094954,2018-11-25,B3,0,0,1,2018,4,11,Dorchester
10852,I182095166,2018-11-26,C11,0,2,2,2018,4,11,Dorchester
10853,I182095173,2018-11-26,B3,0,3,2,2018,4,11,Dorchester
10854,I182095217,2018-11-26,B3,0,8,2,2018,4,11,Dorchester
10855,I182095450,2018-11-27,C11,0,21,2,2018,4,11,Dorchester
10856,I182095786,2018-11-28,B2,1,23,3,2018,4,11,Roxbury
10857,I182095721,2018-11-27,B2,1,18,3,2018,4,11,Roxbury
10858,I182095826,2018-11-28,B3,0,7,4,2018,4,11,Mattapan
10859,I192057173,2019-07-24,B3,1,4,4,2019,3,7,Dorchester
10860,I182096068,2018-11-29,B2,1,22,4,2018,4,11,Roxbury
10861,I172089011,2017-10-25,B3,0,21,3,2017,4,10,Dorchester
10862,I172088921,2017-10-24,C11,0,17,3,2017,4,10,Dorchester
10863,I192057368,2019-07-25,C11,0,23,4,2019,3,7,Dorchester
10864,P170571278,2017-10-27,B2,0,23,5,2017,4,10,Roxbury
10865,P170571177,2017-10-27,B2,0,21,5,2017,4,10,Roxbury
10866,P190381195,2019-07-26,E13,0,20,5,2019,3,7,Jamaica Plain
10867,P170571086,2017-10-27,B2,0,20,5,2017,4,10,Roxbury
10868,P190381162,2019-07-26,E18,0,20,5,2019,3,7,Hyde Park
10869,I182096452,2018-11-30,C11,0,5,6,2018,4,11,Dorchester
10870,I172089501,2017-10-26,D4,1,13,5,2017,4,10,Roxbury
10871,I192057474,2019-07-25,B3,0,12,5,2019,3,7,Dorchester
10872,P180627471,2018-12-03,D4,0,19,1,2018,4,12,Fenway
10873,I172089677,2017-10-27,D14,0,0,6,2017,4,10,Brighton
10874,I1920575226,2019-07-25,B3,1,16,5,2019,3,7,Dorchester
10875,P180623926,2018-12-01,A7,0,19,6,2018,4,11,East Boston
10876,I172089679,2017-10-27,C6,0,0,6,2017,4,10,South Boston
10877,I192057681,2019-07-26,C11,0,1,6,2019,3,7,Dorchester
10878,I182097053,2018-12-02,B3,1,2,1,2018,4,12,Dorchester
10879,I172090452,2017-10-29,B3,1,15,1,2017,4,10,Dorchester
10880,P190385839,2019-07-28,B3,0,0,1,2019,3,7,Mattapan
10881,I182096760,2018-12-01,C11,1,23,6,2018,4,11,Dorchester
10882,I172090011,2017-10-28,C11,1,1,7,2017,4,10,Dorchester
10883,P190386084,2019-07-28,B2,0,4,1,2019,3,7,Roxbury
10884,I182096724,2018-12-01,E13,1,21,6,2018,4,11,Jamaica Plain
10885,I182097056,2018-12-02,E18,0,2,1,2018,4,12,Hyde Park
10886,I182097058,2018-12-03,E18,0,2,2,2018,4,12,Hyde Park
10887,I182097006,2018-12-02,E13,0,21,7,2018,4,12,Jamaica Plain
10888,I182097636,2018-12-04,B2,1,4,3,2018,4,12,Roxbury
10889,I182097603,2018-12-04,B3,1,22,2,2018,4,12,Mattapan
10890,I182097492,2018-12-03,B2,1,17,2,2018,4,12,Roxbury
10891,I182097620,2018-12-04,C11,0,0,3,2018,4,12,Dorchester
10892,I182097609,2018-12-04,B3,0,23,2,2018,4,12,Dorchester
10893,I182098831,2018-12-08,C11,0,21,6,2018,4,12,Dorchester
10894,I182098870,2018-12-08,C11,0,2,7,2018,4,12,Dorchester
10895,I182098885,2018-12-08,B2,0,7,7,2018,4,12,Roxbury
10896,I182099239,2018-12-09,C11,0,13,1,2018,4,12,Dorchester
10897,I182098904,2018-12-08,C6,1,9,7,2018,4,12,South Boston
10898,I182099104,2018-12-09,B2,1,21,7,2018,4,12,Mission Hill
10899,I182098848,2018-12-08,B2,1,23,6,2018,4,12,Roxbury
10900,I182098848,2018-12-07,B3,0,3,6,2018,4,12,Roxbury
10901,I182099277,2018-12-09,C11,0,16,1,2018,4,12,Dorchester
10902,I182099712,2018-12-11,B3,0,22,2,2018,4,12,Dorchester
10903,I182100327,2018-12-13,B2,0,3,5,2018,4,12,Roxbury
10904,I182100194,2018-12-12,A7,1,15,4,2018,4,12,East Boston
10905,P180651037,2018-12-16,B2,0,20,7,2018,4,12,Roxbury
10906,I182101375,2018-12-17,C11,1,23,1,2018,4,12,Dorchester
10907,I182100847,2018-12-15,B2,0,22,6,2018,4,12,Roxbury
10908,I182101387,2018-12-17,E18,0,0,2,2018,4,12,Roslindale
10909,I182102068,2018-12-19,B2,0,1,4,2018,4,12,Dorchester
10910,I182101996,2018-12-18,E13,0,18,3,2018,4,12,Jamaica Plain
10911,I182101920,2018-12-18,B3,1,15,3,2018,4,12,Dorchester
10912,P180657955,2018-12-19,C11,0,17,4,2018,4,12,Dorchester
10913,I182102390,2018-12-20,C11,1,3,5,2018,4,12,Dorchester
10914,I182102360,2018-12-20,B2,0,22,4,2018,4,12,Roxbury
10915,I182102688,2018-12-21,B3,1,2,6,2018,4,12,Dorchester
10916,I182102679,2018-12-21,E13,0,1,6,2018,4,12,Jamaica Plain
10917,I182102653,2018-12-21,B2,0,22,5,2018,4,12,Roxbury
10918,I182102585,2018-12-20,C11,0,16,5,2018,4,12,Dorchester
10919,P180672405,2018-12-29,B2,0,23,6,2018,4,12,Dorchester
10920,I182104316,2018-12-28,C11,0,1,6,2018,4,12,Dorchester
10921,I182103239,2018-12-23,B2,0,0,1,2018,4,12,Roxbury
10922,I182103205,2018-12-23,B2,1,20,7,2018,4,12,Roxbury
10923,I182102954,2018-12-22,C11,0,23,6,2018,4,12,Dorchester
10924,I182102996,2018-12-22,E13,0,3,7,2018,4,12,Jamaica Plain
10925,I182102956,2018-12-22,B3,1,23,6,2018,4,12,Mattapan
10926,I182103844,2018-12-26,B3,0,23,3,2018,4,12,Dorchester
10927,I182103821,2018-12-26,C11,0,20,3,2018,4,12,Dorchester
10928,I182103648,2018-12-25,C11,0,20,2,2018,4,12,Dorchester
10929,I182105056,2018-12-31,B2,0,5,2,2018,4,12,Roxbury
10930,I182104833,2018-12-30,C11,0,6,1,2018,4,12,Dorchester
10931,I182104755,2018-12-30,C11,0,21,7,2018,4,12,Dorchester
10932,I182105040,2018-12-31,B2,1,2,2,2018,4,12,Roxbury
10933,I182104960,2018-12-30,C11,1,18,1,2018,4,12,Dorchester
10934,I182104711,2018-12-29,B3,1,18,7,2018,4,12,Dorchester
10935,I182104525,2018-12-29,B3,1,21,6,2018,4,12,Dorchester
10936,I182104427,2018-12-28,C6,1,14,6,2018,4,12,South Boston
10937,I182104814,2018-12-30,B2,1,3,1,2018,4,12,Roxbury
10938,P180676479,2018-12-31,D4,0,17,2,2018,4,12,Roxbury
10939,I192000030,2019-01-01,E18,1,2,3,2019,1,1,Hyde Park
10940,I182105267,2019-01-01,B2,0,23,2,2018,4,12,Roxbury
10941,I192000011,2019-01-01,C11,0,0,3,2019,1,1,Dorchester
10942,I192000312,2019-01-02,B2,1,1,4,2019,1,1,Roxbury
10943,I192000315,2019-01-02,B2,0,1,4,2019,1,1,Roxbury
10944,I192000295,2019-01-02,B3,0,22,3,2019,1,1,Dorchester
10945,I192000225,2019-01-01,B2,0,17,3,2019,1,1,Roxbury
10946,I192000560,2019-01-03,C11,1,22,4,2019,1,1,Dorchester
10947,I192000566,2019-01-03,B3,0,23,4,2019,1,1,Dorchester
10948,I192000890,2019-01-04,B3,0,4,6,2019,1,1,Dorchester
10949,I192000844,2019-01-04,E13,0,20,5,2019,1,1,Jamaica Plain
10950,P190008574,2019-01-06,D4,0,22,7,2019,1,1,South End
10951,I191001675,2019-01-07,D14,0,1,2,2019,1,1,Brighton
10952,I192001459,2019-01-06,C11,0,3,1,2019,1,1,Dorchester
10953,I192001403,2019-01-06,E18,0,21,7,2019,1,1,Roslindale
10954,I192001195,2019-01-05,B2,0,3,7,2019,1,1,Roxbury
10955,P190011538,2019-01-08,B2,0,20,2,2019,1,1,Roxbury
10956,P190017123,2019-01-11,B2,0,23,5,2019,1,1,Roxbury
10957,I192002800,2019-01-11,B2,1,1,6,2019,1,1,Roxbury
10958,I192003523,2019-01-14,B3,1,22,1,2019,1,1,Dorchester
10959,I192003087,2019-01-12,C11,1,2,7,2019,1,1,Dorchester
10960,I192003549,2019-01-14,B2,0,3,2,2019,1,1,Roxbury
10961,I192003039,2019-01-12,B2,0,21,6,2019,1,1,Roxbury
10962,I192004125,2019-01-16,E13,0,0,4,2019,1,1,Jamaica Plain
10963,I192004672,2019-01-18,E13,0,23,5,2019,1,1,Jamaica Plain
10964,I192005104,2019-01-19,B3,1,16,7,2019,1,1,Mattapan
10965,I192004990,2019-01-19,B3,1,5,7,2019,1,1,Dorchester
10966,I192005346,2019-01-21,C11,0,22,1,2019,1,1,Dorchester
10967,I192005337,2019-01-21,C11,0,21,1,2019,1,1,Dorchester
10968,I192004976,2019-01-19,C11,0,2,7,2019,1,1,Dorchester
10969,I192006114,2019-01-24,B2,1,23,4,2019,1,1,Dorchester
10970,I192006056,2019-01-23,B2,1,18,4,2019,1,1,Roxbury
10971,I192006395,2019-01-25,E18,0,23,5,2019,1,1,Roslindale
10972,I192007063,2019-01-27,B2,1,14,1,2019,1,1,Roxbury
10973,I192006910,2019-01-27,B3,0,21,7,2019,1,1,Dorchester
10974,I192006692,2019-01-26,E18,0,0,7,2019,1,1,Roslindale
10975,I192006718,2019-01-26,B3,0,0,7,2019,1,1,Dorchester
10976,I192006684,2019-01-26,D14,0,22,6,2019,1,1,Allston
10977,I192006582,2019-01-25,B3,0,15,6,2019,1,1,Dorchester
10978,I192007176,2019-01-28,B2,1,1,2,2019,1,1,Roxbury
10979,P190058453,2019-02-04,B2,0,0,2,2019,1,2,Roxbury
10980,I192009036,2019-02-04,B2,0,3,2,2019,1,2,Dorchester
10981,I192009030,2019-02-04,E13,0,2,2,2019,1,2,Jamaica Plain
10982,I192009040,2019-02-04,B2,0,0,2,2019,1,2,Roxbury
10983,I192008974,2019-02-04,B2,0,22,1,2019,1,2,Roxbury
10984,I192008971,2019-02-04,E18,0,22,1,2019,1,2,Hyde Park
10985,I192008975,2019-02-04,B2,0,22,1,2019,1,2,Roxbury
10986,I192008824,2019-02-03,E18,0,5,1,2019,1,2,Mattapan
10987,I192008825,2019-02-03,E13,0,5,1,2019,1,2,Jamaica Plain
10988,I192008812,2019-02-03,B3,0,3,1,2019,1,2,Dorchester
10989,I192008796,2019-02-03,D14,0,1,1,2019,1,2,Allston
10990,I192008776,2019-02-03,E13,0,0,1,2019,1,2,Jamaica Plain
10991,I192008743,2019-02-03,C11,0,20,7,2019,1,2,Dorchester
10992,I192008446,2019-02-01,C11,0,17,6,2019,1,2,Dorchester
10993,I192009000,2019-02-04,B3,1,23,1,2019,1,2,Dorchester
10994,I192008781,2019-02-03,B3,1,1,1,2019,1,2,Mattapan
10995,I192008498,2019-02-02,E13,1,21,6,2019,1,2,Roxbury
10996,I192008813,2019-02-03,D4,1,2,1,2019,1,2,Fenway
10997,P190060036,2019-02-05,B3,0,20,2,2019,1,2,Dorchester
10998,I192009311,2019-02-05,B3,0,23,2,2019,1,2,Mattapan
10999,I192009324,2019-02-05,B2,0,3,3,2019,1,2,Roxbury
11000,I192009544,2019-02-06,E13,0,20,3,2019,1,2,Jamaica Plain
11001,I192009458,2019-02-05,E5,0,15,3,2019,1,2,Roslindale
11002,I192010128,2019-02-08,B2,0,19,5,2019,1,2,Roxbury
11003,P190068299,2019-02-09,B2,0,14,7,2019,1,2,Roxbury
11004,I192010887,2019-02-11,B2,1,23,1,2019,1,2,Roxbury
11005,I192010895,2019-02-11,D4,0,23,1,2019,1,2,Roxbury
11006, I192010893,2019-02-11,B2,0,23,1,2019,1,2,Roxbury
11007,I192010857,2019-02-10,B2,0,18,1,2019,1,2,Roxbury
11008,I192010639,2019-02-10,B3,0,19,7,2019,1,2,Dorchester
11009,I192011167,2019-02-12,C11,0,1,3,2019,1,2,Dorchester
11010,I192011159,2019-02-12,C11,0,22,2,2019,1,2,Dorchester
11011,I192010927,2019-02-11,C11,0,7,2,2019,1,2,Dorchester
11012,I192011133,2019-02-11,B3,1,0,2,2019,1,2,Dorchester
11013,I192011661,2019-02-14,C11,0,23,4,2019,1,2,Dorchester
11014,I192012430,2019-02-17,A7,0,21,7,2019,1,2,East Boston
