objectid,arrest_num,inc_num,charge_seq_num,charge_code,charge_desc,nibrs_code,nibrs_desc,arr_date,gender_desc,race_desc,ethnicity_desc,age,juvenile,hour_of_day,day_of_week,year,quarter,month,neighborhood,district
225002,20240074002,242066234,1,12314,ASSAULT & BATTERY (209A),13A,AGGRAVATED ASSAULT,2024-08-10,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,32,NO,20,6,2024,3,8,Roxbury,B2
225003,20240074002,242066234,2,12526,"ASSAULT AND BATTERY, VICTIM OVER 65 YRS",13A,AGGRAVATED ASSAULT,2024-08-10,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,32,NO,20,6,2024,3,8,Roxbury,B2
225038,20240066803,242066210,1,12314,ASSAULT & BATTERY (209A),13A,AGGRAVATED ASSAULT,2024-08-10,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,38,NO,21,6,2024,3,8,Dorchester,B3
225096,20240070120,242066243,1,12711,ASSAULT & BATTERY (209A) FELONY SECTION,13A,AGGRAVATED ASSAULT,2024-08-10,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,28,NO,20,6,2024,3,8,Roxbury,D4
225100,20240028421,242002736,1,12611,OTHER,Unknown,OTHER,2024-08-09,MALE,WHITE,NOT HISPANIC OR LATINX,59,NO,12,6,2024,3,8,South End,D4
225159,20240070320,242066328,1,12114,ASSAULT AND BATTERY ON A POLICE OFFICER (NO INJURIES),13A,AGGRAVATED ASSAULT,2024-08-10,MALE,WHITE,HISPANIC OR LATINX,22,NO,3,7,2024,3,8,East Boston,A7
225183,20240066703,242065918,1,11812,UNARMED ROBBERY,Unknown,OTHER,2024-08-09,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,28,NO,15,6,2024,3,8,Mattapan,B3
225184,20240073902,242066235,1,11912,ASSAULT AND BATTERY BY MEANS OF A DANGEROUS WEAPON (GUN),13A,AGGRAVATED ASSAULT,2024-08-09,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,61,NO,19,6,2024,3,8,Roxbury,B2
225193,20240030106,242066293,1,11929,RESISTING ARREST,90C,DISORDERLY CONDUCT,2024-08-10,FEMALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,17,YES,23,6,2024,3,8,Dorchester,C6
225194,20240030106,242066293,2,12526,"ASSAULT AND BATTERY, VICTIM OVER 65 YRS",13A,AGGRAVATED ASSAULT,2024-08-10,FEMALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,17,YES,23,6,2024,3,8,Dorchester,C6
225224,20240018413,242066384,1,31215,OPERATING UNREGISTERED MOTOR VEHICLE,NR,MOTOR VEHICLE VIOLATIONS,2024-08-10,MALE,BLACK OR AFRICAN AMERICAN,HISPANIC OR LATINX,23,NO,11,7,2024,3,8,Jamaica Plain,E13
225234,20240070220,242066225,1,11911,OTHER,Unknown,OTHER,2024-08-10,MALE,WHITE,HISPANIC OR LATINX,38,NO,21,6,2024,3,8,Unknown,Unknown
225289,20240071320,242066606,1,11913,ASSAULT AND BATTERY BY MEANS OF A DANGEROUS WEAPON (KNIFE),13A,AGGRAVATED ASSAULT,2024-08-11,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,59,NO,3,1,2024,3,8,Downtown,A1
225356,20240052611,242066580,1,11913,ASSAULT AND BATTERY BY MEANS OF A DANGEROUS WEAPON (KNIFE),13A,AGGRAVATED ASSAULT,2024-08-11,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,45,NO,0,1,2024,3,8,Mattapan,C11
225397,20240067103,242066612,1,31214,OPERATING M/V WITHOUT A LICENSE,NR,MOTOR VEHICLE VIOLATIONS,2024-08-11,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,54,NO,5,1,2024,3,8,Mattapan,B3
225419,20240070620,242066457,1,21313,SHOPLIFTING - $50 TO $200,23C,SHOPLIFITING,2024-08-10,MALE,WHITE,NOT HISPANIC OR LATINX,37,NO,17,7,2024,3,8,South Boston,C6
225436,20240067203,242066637,1,31112,OPERATING UNDER THE INFLUENCE OF ALCOHOL,90D,DRIVING UNDER THE INFLUENCE,2024-08-11,MALE,BLACK OR AFRICAN AMERICAN,HISPANIC OR LATINX,33,NO,7,1,2024,3,8,Dorchester,B3
225455,20240052811,242066605,1,12314,ASSAULT & BATTERY (209A),13A,AGGRAVATED ASSAULT,2024-08-11,FEMALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,35,NO,3,1,2024,3,8,Dorchester,C11
225456,20240071420,242066622,1,12314,ASSAULT & BATTERY (209A),13A,AGGRAVATED ASSAULT,2024-08-11,MALE,WHITE,HISPANIC OR LATINX,44,NO,4,1,2024,3,8,Unknown,Unknown
225474,20240071220,242066607,1,11917,ASSAULT BY MEANS OF A DANGEROUS WEAPON (KNIFE),13A,AGGRAVATED ASSAULT,2024-08-11,MALE,WHITE,HISPANIC OR LATINX,37,NO,3,1,2024,3,8,Beacon Hill,A1
225475,20240070520,242066415,1,11118,ASSAULT WITH INTENT TO MURDER,120,ROBBERY,2024-08-10,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,26,NO,14,7,2024,3,8,West End,A1
225476,20240070520,242066415,2,11212,KIDNAPPING,100,KIDNAPPING/ABDUCTION,2024-08-10,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,26,NO,14,7,2024,3,8,West End,A1
225477,20240070520,242066415,3,11811,OTHER,Unknown,OTHER,2024-08-10,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,26,NO,14,7,2024,3,8,West End,A1
225478,20240070520,242066415,4,11914,ASSAULT AND BATTERY BY MEANS OF A DANGEROUS WEAPON,13A,AGGRAVATED ASSAULT,2024-08-10,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,26,NO,14,7,2024,3,8,West End,A1
225479,20240070520,242066415,5,11918,ASSAULT BY MEANS OF A DANGEROUS WEAPON,13A,AGGRAVATED ASSAULT,2024-08-10,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,26,NO,14,7,2024,3,8,West End,A1
225490,20240071020,242066587,1,21129,TRESPASSING,90J,TRESSPASSING,2024-08-11,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,23,NO,1,1,2024,3,8,Back Bay,D4
225491,20240074502,242066613,1,12212,DANGEROUS WEAPONS UNLAWFULLY CARRIED,520,WEAPON LAW VIOLATIONS,2024-08-11,MALE,WHITE,HISPANIC OR LATINX,25,NO,4,1,2024,3,8,Unknown,B2
225511,20240070720,242066457,1,12624,FAILURE TO APPEAR IN COURT,90Z,ALL OTHER OFFENSES,2024-08-10,MALE,WHITE,NOT HISPANIC OR LATINX,37,NO,18,7,2024,3,8,South Boston,C6
225512,20240070720,242066457,2,21313,SHOPLIFTING - $50 TO $200,23C,SHOPLIFITING,2024-08-10,MALE,WHITE,NOT HISPANIC OR LATINX,37,NO,18,7,2024,3,8,South Boston,C6
225513,20240074202,232046807,1,12214,UNLAWFUL POSSESSION OF FIREARM,520,WEAPON LAW VIOLATIONS,2024-08-10,MALE,WHITE,HISPANIC OR LATINX,20,NO,17,7,2024,3,8,Roxbury,B2
225517,20240053910,242066514,1,21129,TRESPASSING,90J,TRESSPASSING,2024-08-10,FEMALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,17,YES,19,7,2024,3,8,Downtown,A1
225518,20240053910,242066514,2,21313,SHOPLIFTING - $50 TO $200,23C,SHOPLIFITING,2024-08-10,FEMALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,17,YES,19,7,2024,3,8,Downtown,A1
225520,20240053810,242066480,1,11814,ARMED ROBBERY,120,ROBBERY,2024-08-10,MALE,WHITE,HISPANIC OR LATINX,14,YES,18,7,2024,3,8,East Boston,A7
225521,20240053810,242066480,2,12113,ASSAULT AND BATTERY,13A,AGGRAVATED ASSAULT,2024-08-10,MALE,WHITE,HISPANIC OR LATINX,14,YES,18,7,2024,3,8,East Boston,A7
225522,20240070920,242066517,1,11914,ASSAULT AND BATTERY BY MEANS OF A DANGEROUS WEAPON,13A,AGGRAVATED ASSAULT,2024-08-10,MALE,WHITE,HISPANIC OR LATINX,19,NO,19,7,2024,3,8,North End,A1
225532,20240070820,242066489,1,21311,OTHER,Unknown,OTHER,2024-08-10,MALE,WHITE,HISPANIC OR LATINX,22,NO,18,7,2024,3,8,Back Bay,D4
225533,20240070820,242066489,2,21425,LARCENY OVER $250,23H,ALL OTHER LARCENY,2024-08-10,MALE,WHITE,HISPANIC OR LATINX,22,NO,18,7,2024,3,8,Back Bay,D4
225534,20240070820,242066489,3,21425,LARCENY OVER $250,23H,ALL OTHER LARCENY,2024-08-10,MALE,WHITE,HISPANIC OR LATINX,22,NO,18,7,2024,3,8,Back Bay,D4
225535,20240070820,242066489,4,21425,LARCENY OVER $250,23H,ALL OTHER LARCENY,2024-08-10,MALE,WHITE,HISPANIC OR LATINX,22,NO,18,7,2024,3,8,Back Bay,D4
225536,20240070820,242066489,5,21428,LARCENY OF MOTOR VEHICLE PLATE(S),23F,THEFT FROM MOTOR VEHICLE,2024-08-10,MALE,WHITE,HISPANIC OR LATINX,22,NO,18,7,2024,3,8,Back Bay,D4
225550,20240053710,242066480,1,11814,ARMED ROBBERY,120,ROBBERY,2024-08-10,MALE,WHITE,HISPANIC OR LATINX,13,YES,18,7,2024,3,8,East Boston,A7
225551,20240053710,242066480,2,12113,ASSAULT AND BATTERY,13A,AGGRAVATED ASSAULT,2024-08-10,MALE,WHITE,HISPANIC OR LATINX,13,YES,18,7,2024,3,8,East Boston,A7
225592,20240074402,242066584,1,12314,ASSAULT & BATTERY (209A),13A,AGGRAVATED ASSAULT,2024-08-11,FEMALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,54,NO,1,1,2024,3,8,Roxbury,B2
225629,20240066903,242066478,1,31214,OPERATING M/V WITHOUT A LICENSE,NR,MOTOR VEHICLE VIOLATIONS,2024-08-10,MALE,BLACK OR AFRICAN AMERICAN,HISPANIC OR LATINX,32,NO,17,7,2024,3,8,Mattapan,B3
225630,20240074302,242066565,1,11912,ASSAULT AND BATTERY BY MEANS OF A DANGEROUS WEAPON (GUN),13A,AGGRAVATED ASSAULT,2024-08-11,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,20,NO,0,1,2024,3,8,Dorchester,B2
225631,20240074302,242066565,2,12214,UNLAWFUL POSSESSION OF FIREARM,520,WEAPON LAW VIOLATIONS,2024-08-11,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,20,NO,0,1,2024,3,8,Dorchester,B2
225632,20240052711,242066590,1,12314,ASSAULT & BATTERY (209A),13A,AGGRAVATED ASSAULT,2024-08-11,FEMALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,21,NO,1,1,2024,3,8,Dorchester,C11
225649,20240067003,242066527,1,12315,"ASSAULT & BATTERY, DANGEROUS WEAPON (209A)",13A,AGGRAVATED ASSAULT,2024-08-11,FEMALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,44,NO,20,7,2024,3,8,Mattapan,B3
225682,20240071120,242066592,1,11918,ASSAULT BY MEANS OF A DANGEROUS WEAPON,13A,AGGRAVATED ASSAULT,2024-08-11,MALE,WHITE,HISPANIC OR LATINX,33,NO,1,1,2024,3,8,Dorchester,C6
225683,20240071120,242066592,2,22212,DESTRUCTION OR INJURY OF PERSONAL PROPERTY,290,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2024-08-11,MALE,WHITE,HISPANIC OR LATINX,33,NO,1,1,2024,3,8,Dorchester,C6
225694,20240047152,2024-3777,1,22211,OTHER,Unknown,OTHER,2024-08-12,FEMALE,WHITE,NOT HISPANIC OR LATINX,41,NO,23,1,2024,3,8,Unknown,Unknown
225703,20240054010,242066552,1,12611,OTHER,Unknown,OTHER,2024-08-11,FEMALE,WHITE,HISPANIC OR LATINX,19,NO,22,7,2024,3,8,East Boston,A7
225704,20240054010,242066552,2,22212,DESTRUCTION OR INJURY OF PERSONAL PROPERTY,290,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2024-08-11,FEMALE,WHITE,HISPANIC OR LATINX,19,NO,22,7,2024,3,8,East Boston,A7
225705,20240035104,241131,1,11929,RESISTING ARREST,90C,DISORDERLY CONDUCT,2024-08-12,MALE,ASIAN,NOT HISPANIC OR LATINX,39,NO,0,2,2024,3,8,Fenway,D4
225706,20240035104,241131,2,21129,TRESPASSING,90J,TRESSPASSING,2024-08-12,MALE,ASIAN,NOT HISPANIC OR LATINX,39,NO,0,2,2024,3,8,Fenway,D4
225727,20240071520,242066689,1,21115,"UNARMED BREAKING AND ENTERING, NIGHT",220,BURGLARY/B&E,2024-08-11,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,47,NO,13,1,2024,3,8,Roxbury,D4
225728,20240071520,242066689,2,21425,LARCENY OVER $250,23H,ALL OTHER LARCENY,2024-08-11,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,47,NO,13,1,2024,3,8,Roxbury,D4
225729,20240071520,242066689,3,21515,RECEIVING STOLEN MOTOR VEHICLE,26A,FALSE PRETENSE/SWINDLE/CONFIDENCE GAMES,2024-08-11,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,47,NO,13,1,2024,3,8,Roxbury,D4
225730,20240071520,242066689,4,22113,"BUYING, RECEIVING OR CONCEALING STOLEN GOODS",280,STOLEN PROPERTY OFFENSES,2024-08-11,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,47,NO,13,1,2024,3,8,Roxbury,D4
225756,20240067403,242066762,1,12311,OTHER,Unknown,OTHER,2024-08-11,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,62,NO,17,1,2024,3,8,Mattapan,B3
225757,20240067403,242066762,2,12525,"ASSLT & BATTERY DANGEROUS WEAPON, VICTIM OVER 65 YRS",13A,AGGRAVATED ASSAULT,2024-08-11,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,62,NO,17,1,2024,3,8,Mattapan,B3
225769,20240028621,242066935,1,21425,LARCENY OVER $250,23H,ALL OTHER LARCENY,2024-08-12,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,49,NO,11,2,2024,3,8,Back Bay,D4
225770,20240018513,242066397,1,11926,ASSAULT BY MEANS OF A DANGEROUS WEAPON - P.O.,13A,AGGRAVATED ASSAULT,2024-08-10,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,39,NO,13,7,2024,3,8,Jamaica Plain,E13
225771,20240018513,242066397,2,12214,UNLAWFUL POSSESSION OF FIREARM,520,WEAPON LAW VIOLATIONS,2024-08-10,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,39,NO,13,7,2024,3,8,Jamaica Plain,E13
225772,20240018513,242066397,3,31223,FAILURE TO STOP FOR A POLICE OFFICER,NR,MOTOR VEHICLE VIOLATIONS,2024-08-10,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,39,NO,13,7,2024,3,8,Jamaica Plain,E13
225782,20240046952,2024-3773,1,11911,OTHER,Unknown,OTHER,2024-08-11,MALE,WHITE,HISPANIC OR LATINX,45,NO,1,1,2024,3,8,Unknown,Unknown
225783,20240046952,2024-3773,2,12114,ASSAULT AND BATTERY ON A POLICE OFFICER (NO INJURIES),13A,AGGRAVATED ASSAULT,2024-08-11,MALE,WHITE,HISPANIC OR LATINX,45,NO,1,1,2024,3,8,Unknown,Unknown
225784,20240046952,2024-3773,3,12314,ASSAULT & BATTERY (209A),13A,AGGRAVATED ASSAULT,2024-08-11,MALE,WHITE,HISPANIC OR LATINX,45,NO,1,1,2024,3,8,Unknown,Unknown
225809,20240054110,242066035,1,11914,ASSAULT AND BATTERY BY MEANS OF A DANGEROUS WEAPON,13A,AGGRAVATED ASSAULT,2024-08-11,MALE,WHITE,NOT HISPANIC OR LATINX,41,NO,15,1,2024,3,8,Unknown,Unknown
225810,20240054110,242066035,2,11931,ASSAULT WITH INTENT TO MURDER,120,ROBBERY,2024-08-11,MALE,WHITE,NOT HISPANIC OR LATINX,41,NO,15,1,2024,3,8,Unknown,Unknown
225814,20240052511,242066321,1,11923,ASSAULT AND BATTERY ON A POLICE OFFICER (INJURIES),13A,AGGRAVATED ASSAULT,2024-08-10,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,37,NO,5,7,2024,3,8,Dorchester,C11
225815,20240052511,242066321,2,11929,RESISTING ARREST,90C,DISORDERLY CONDUCT,2024-08-10,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,37,NO,5,7,2024,3,8,Dorchester,C11
225816,20240052511,242066321,3,12312,VIOLATION OF AN EXISTING RESTRAINING ORDER,90Z,ALL OTHER OFFENSES,2024-08-10,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,37,NO,5,7,2024,3,8,Dorchester,C11
225820,20240067603,242066788,1,12214,UNLAWFUL POSSESSION OF FIREARM,520,WEAPON LAW VIOLATIONS,2024-08-12,MALE,WHITE,HISPANIC OR LATINX,27,NO,20,1,2024,3,8,Dorchester,B3
225838,20240067703,242066805,1,11916,ASSAULT BY MEANS OF A DANGEROUS WEAPON (GUN),13A,AGGRAVATED ASSAULT,2024-08-12,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,69,NO,21,1,2024,3,8,Dorchester,B3
225839,20240067703,242066805,2,21115,"UNARMED BREAKING AND ENTERING, NIGHT",220,BURGLARY/B&E,2024-08-12,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,69,NO,21,1,2024,3,8,Dorchester,B3
225850,20240074602,242066710,1,12312,VIOLATION OF AN EXISTING RESTRAINING ORDER,90Z,ALL OTHER OFFENSES,2024-08-11,MALE,WHITE,HISPANIC OR LATINX,46,NO,14,1,2024,3,8,Roxbury,B2
225851,20240074602,242066710,2,41312,"POSSESSION OF CLASS A, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2024-08-11,MALE,WHITE,HISPANIC OR LATINX,46,NO,14,1,2024,3,8,Roxbury,B2
225867,20240067503,242066775,1,12313,ASSAULT (209A),13B,SIMPLE ASSAULT,2024-08-11,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,24,NO,18,1,2024,3,8,Dorchester,B3
225868,20240067803,242066834,1,31214,OPERATING M/V WITHOUT A LICENSE,NR,MOTOR VEHICLE VIOLATIONS,2024-08-12,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,33,NO,23,1,2024,3,8,Dorchester,B3
225895,20240035204,242066969,1,21425,LARCENY OVER $250,23H,ALL OTHER LARCENY,2024-08-12,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,16,YES,12,2,2024,3,8,Back Bay,D4
225909,20240071720,242009203,1,21313,SHOPLIFTING - $50 TO $200,23C,SHOPLIFITING,2024-08-12,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,22,NO,21,1,2024,3,8,Downtown,A1
225913,20240034904,242066737,1,21427,LARCENY UNDER $50,23H,ALL OTHER LARCENY,2024-08-11,MALE,BLACK OR AFRICAN AMERICAN,HISPANIC OR LATINX,14,YES,18,1,2024,3,8,Back Bay,D4
225914,20240068003,242066862,1,11913,ASSAULT AND BATTERY BY MEANS OF A DANGEROUS WEAPON (KNIFE),13A,AGGRAVATED ASSAULT,2024-08-12,MALE,BLACK OR AFRICAN AMERICAN,HISPANIC OR LATINX,29,NO,3,2,2024,3,8,Mattapan,B3
225915,20240068003,242066862,2,11914,ASSAULT AND BATTERY BY MEANS OF A DANGEROUS WEAPON,13A,AGGRAVATED ASSAULT,2024-08-12,MALE,BLACK OR AFRICAN AMERICAN,HISPANIC OR LATINX,29,NO,3,2,2024,3,8,Mattapan,B3
225932,20240053610,242066200,1,21116,DWELLING HOUSE; DAY BREAKING AND ENTERING,220,BURGLARY/B&E,2024-08-09,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,14,YES,18,6,2024,3,8,Charlestown,A15
225978,20240034804,242066689,1,41217,"POSSESSION W/I TO DISTRIBUTE, CLASS A, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2024-08-11,FEMALE,WHITE,HISPANIC OR LATINX,46,NO,13,1,2024,3,8,Roxbury,D4
225979,20240034804,242066689,2,41224,"POSSESSION W/I TO DISTRIBUTE, CLASS B, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2024-08-11,FEMALE,WHITE,HISPANIC OR LATINX,46,NO,13,1,2024,3,8,Roxbury,D4
225980,20240034804,242066689,3,41516,CONSPIRACY TO VIOLATE DRUG LAWS,90Z,ALL OTHER OFFENSES,2024-08-11,FEMALE,WHITE,HISPANIC OR LATINX,46,NO,13,1,2024,3,8,Roxbury,D4
225990,20240074702,242066830,1,12214,UNLAWFUL POSSESSION OF FIREARM,520,WEAPON LAW VIOLATIONS,2024-08-12,MALE,BLACK OR AFRICAN AMERICAN,HISPANIC OR LATINX,33,NO,23,1,2024,3,8,Roxbury,B2
225991,20240074702,242066830,2,12222,UNLAWFUL POSSESSION OF AMMUNITION,NR,OTHER PART II,2024-08-12,MALE,BLACK OR AFRICAN AMERICAN,HISPANIC OR LATINX,33,NO,23,1,2024,3,8,Roxbury,B2
225992,20240054210,242066811,1,11918,ASSAULT BY MEANS OF A DANGEROUS WEAPON,13A,AGGRAVATED ASSAULT,2024-08-12,FEMALE,WHITE,HISPANIC OR LATINX,26,NO,21,1,2024,3,8,Downtown,A1
226001,20240047252,2024-3781,1,11918,ASSAULT BY MEANS OF A DANGEROUS WEAPON,13A,AGGRAVATED ASSAULT,2024-08-12,MALE,WHITE,NOT HISPANIC OR LATINX,60,NO,12,2,2024,3,8,Unknown,Unknown
226003,20240071620,242066760,1,12314,ASSAULT & BATTERY (209A),13A,AGGRAVATED ASSAULT,2024-08-11,MALE,WHITE,NOT HISPANIC OR LATINX,26,NO,18,1,2024,3,8,Downtown,A1
226004,20240067903,242066862,1,11913,ASSAULT AND BATTERY BY MEANS OF A DANGEROUS WEAPON (KNIFE),13A,AGGRAVATED ASSAULT,2024-08-12,MALE,BLACK OR AFRICAN AMERICAN,HISPANIC OR LATINX,28,NO,2,2,2024,3,8,Mattapan,B3
226011,20240054210,242066811,2,12421,"DISORDERLY CONDUCT, OTHER",Unknown,OTHER,2024-08-12,FEMALE,WHITE,HISPANIC OR LATINX,26,NO,21,1,2024,3,8,Downtown,A1
226012,20240054410,242066860,1,12711,ASSAULT & BATTERY (209A) FELONY SECTION,13A,AGGRAVATED ASSAULT,2024-08-12,FEMALE,WHITE,HISPANIC OR LATINX,47,NO,1,2,2024,3,8,East Boston,A7
226027,20240071920,242066915,1,22211,OTHER,Unknown,OTHER,2024-08-12,MALE,WHITE,NOT HISPANIC OR LATINX,56,NO,10,2,2024,3,8,Charlestown,A15
226033,20240067303,242066733,1,11814,ARMED ROBBERY,120,ROBBERY,2024-08-11,MALE,WHITE,HISPANIC OR LATINX,15,YES,16,1,2024,3,8,Dorchester,B3
226034,20240016818,242066885,1,12314,ASSAULT & BATTERY (209A),13A,AGGRAVATED ASSAULT,2024-08-12,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,40,NO,5,2,2024,3,8,Roslindale,E18
226052,20240034704,242066689,1,41312,"POSSESSION OF CLASS A, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2024-08-11,FEMALE,WHITE,NOT HISPANIC OR LATINX,41,NO,13,1,2024,3,8,Roxbury,D4
226053,20240034704,242066689,2,41312,"POSSESSION OF CLASS A, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2024-08-11,FEMALE,WHITE,NOT HISPANIC OR LATINX,41,NO,13,1,2024,3,8,Roxbury,D4
226054,20240034704,242066689,3,41313,"POSSESSION OF CLASS B, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2024-08-11,FEMALE,WHITE,NOT HISPANIC OR LATINX,41,NO,13,1,2024,3,8,Roxbury,D4
226055,20240034704,242066689,4,41313,"POSSESSION OF CLASS B, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2024-08-11,FEMALE,WHITE,NOT HISPANIC OR LATINX,41,NO,13,1,2024,3,8,Roxbury,D4
226066,20240035004,242066737,1,21313,SHOPLIFTING - $50 TO $200,23C,SHOPLIFITING,2024-08-12,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,18,YES,23,1,2024,3,8,Back Bay,D4
226088,20240068103,242066927,1,11614,INDECENT A&B ON A PERSON WHO HAS ATTAINED 14,13A,AGGRAVATED ASSAULT,2024-08-12,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,76,NO,10,2,2024,3,8,Mattapan,B3
226101,20240047052,2024-3777,1,41214,"DISTRIBUTION OF CLASS A, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2024-08-12,MALE,WHITE,NOT HISPANIC OR LATINX,39,NO,22,1,2024,3,8,Unknown,Unknown
226102,20240047052,2024-3777,2,41224,"POSSESSION W/I TO DISTRIBUTE, CLASS B, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2024-08-12,MALE,WHITE,NOT HISPANIC OR LATINX,39,NO,22,1,2024,3,8,Unknown,Unknown
226118,20240072220,242067192,1,12611,OTHER,Unknown,OTHER,2024-08-13,MALE,WHITE,NOT HISPANIC OR LATINX,48,NO,3,3,2024,3,8,Downtown,A1
226119,20240072220,242067192,2,12611,OTHER,Unknown,OTHER,2024-08-13,MALE,WHITE,NOT HISPANIC OR LATINX,48,NO,3,3,2024,3,8,Downtown,A1
226163,20240075102,242067191,1,12711,ASSAULT & BATTERY (209A) FELONY SECTION,13A,AGGRAVATED ASSAULT,2024-08-13,MALE,WHITE,HISPANIC OR LATINX,46,NO,4,3,2024,3,8,Roxbury,B2
226164,20240072020,242067120,1,41211,OTHER,Unknown,OTHER,2024-08-13,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,41,NO,20,2,2024,3,8,West End,A1
226188,20240075002,242067111,1,31212,DRIVING TO ENDANGER,NR,MOTOR VEHICLE VIOLATIONS,2024-08-13,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,47,NO,20,2,2024,3,8,Dorchester,B2
226189,20240075002,242067111,2,31223,FAILURE TO STOP FOR A POLICE OFFICER,NR,MOTOR VEHICLE VIOLATIONS,2024-08-13,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,47,NO,20,2,2024,3,8,Dorchester,B2
226192,20240028921,242067060,1,11917,ASSAULT BY MEANS OF A DANGEROUS WEAPON (KNIFE),13A,AGGRAVATED ASSAULT,2024-08-12,MALE,BLACK OR AFRICAN AMERICAN,HISPANIC OR LATINX,27,NO,18,2,2024,3,8,Back Bay,D4
226193,20240071820,242066883,1,11914,ASSAULT AND BATTERY BY MEANS OF A DANGEROUS WEAPON,13A,AGGRAVATED ASSAULT,2024-08-12,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,47,NO,5,2,2024,3,8,Fenway,D4
