objectid,arrest_num,inc_num,charge_seq_num,charge_code,charge_desc,nibrs_code,nibrs_desc,arr_date,gender_desc,race_desc,ethnicity_desc,age,juvenile,hour_of_day,day_of_week,year,quarter,month,neighborhood,district
226216,20240072020,242067120,2,41313,"POSSESSION OF CLASS B, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2024-08-13,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,41,NO,20,2,2024,3,8,West End,A1
226217,20240072020,242067120,3,41316,"POSSESSION OF CLASS E, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2024-08-13,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,41,NO,20,2,2024,3,8,West End,A1
226274,20240047452,2024-3599,1,11812,UNARMED ROBBERY,Unknown,OTHER,2024-08-12,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,15,YES,14,2,2024,3,8,Unknown,Unknown
226275,20240047452,2024-3599,2,11914,ASSAULT AND BATTERY BY MEANS OF A DANGEROUS WEAPON,13A,AGGRAVATED ASSAULT,2024-08-12,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,15,YES,14,2,2024,3,8,Unknown,Unknown
226291,20240072120,242067182,1,11915,ASSAULT AND BATTERY (INJURIES),13A,AGGRAVATED ASSAULT,2024-08-13,MALE,WHITE,NOT HISPANIC OR LATINX,40,NO,1,3,2024,3,8,Dorchester,C6
226295,20240074802,242067029,1,41313,"POSSESSION OF CLASS B, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2024-08-12,MALE,WHITE,HISPANIC OR LATINX,30,NO,15,2,2024,3,8,Roxbury,B2
226296,20240074802,242067029,2,41313,"POSSESSION OF CLASS B, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2024-08-12,MALE,WHITE,HISPANIC OR LATINX,30,NO,15,2,2024,3,8,Roxbury,B2
226319,20240072320,242067192,1,12212,DANGEROUS WEAPONS UNLAWFULLY CARRIED,520,WEAPON LAW VIOLATIONS,2024-08-13,MALE,WHITE,NOT HISPANIC OR LATINX,32,NO,3,3,2024,3,8,Downtown,A1
226320,20240072320,242067192,2,12611,OTHER,Unknown,OTHER,2024-08-13,MALE,WHITE,NOT HISPANIC OR LATINX,32,NO,3,3,2024,3,8,Downtown,A1
226321,20240072320,242067192,3,41316,"POSSESSION OF CLASS E, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2024-08-13,MALE,WHITE,NOT HISPANIC OR LATINX,32,NO,3,3,2024,3,8,Downtown,A1
226349,20240068303,242067200,1,12314,ASSAULT & BATTERY (209A),13A,AGGRAVATED ASSAULT,2024-08-13,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,57,NO,8,3,2024,3,8,Dorchester,B3
226376,20240074902,242067024,1,21426,LARCENY $50 TO $250,23H,ALL OTHER LARCENY,2024-08-12,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,19,NO,18,2,2024,3,8,Dorchester,B2
226377,20240054510,242067115,1,41316,"POSSESSION OF CLASS E, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2024-08-12,FEMALE,WHITE,NOT HISPANIC OR LATINX,52,NO,19,2,2024,3,8,Downtown,A1
226380,20240068203,242066921,1,11914,ASSAULT AND BATTERY BY MEANS OF A DANGEROUS WEAPON,13A,AGGRAVATED ASSAULT,2024-08-12,FEMALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,22,NO,13,2,2024,3,8,Dorchester,B3
226386,20240030206,242067121,1,11922,ASSAULT AND BATTERY BY MEANS OF A DANGEROUS WEAPON - P.O.,13A,AGGRAVATED ASSAULT,2024-08-13,FEMALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,32,NO,20,2,2024,3,8,Roxbury,C6
226387,20240030206,242067121,2,22212,DESTRUCTION OR INJURY OF PERSONAL PROPERTY,290,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2024-08-13,FEMALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,32,NO,20,2,2024,3,8,Roxbury,C6
226432,20240072420,242067179,1,12314,ASSAULT & BATTERY (209A),13A,AGGRAVATED ASSAULT,2024-08-13,MALE,WHITE,NOT HISPANIC OR LATINX,31,NO,4,3,2024,3,8,East Boston,A7
226433,20240072420,242067179,2,12611,OTHER,Unknown,OTHER,2024-08-13,MALE,WHITE,NOT HISPANIC OR LATINX,31,NO,4,3,2024,3,8,East Boston,A7
226434,20240072520,242066993,1,12314,ASSAULT & BATTERY (209A),13A,AGGRAVATED ASSAULT,2024-08-13,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,34,NO,11,3,2024,3,8,East Boston,A7
226459,20240047352,2024-3783,7,41313,"POSSESSION OF CLASS B, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2024-08-12,FEMALE,WHITE,NOT HISPANIC OR LATINX,30,NO,13,2,2024,3,8,Unknown,Unknown
226460,20240047352,2024-3783,1,12611,OTHER,Unknown,OTHER,2024-08-12,FEMALE,WHITE,NOT HISPANIC OR LATINX,30,NO,13,2,2024,3,8,Unknown,Unknown
226461,20240047352,2024-3783,2,21111,OTHER,Unknown,OTHER,2024-08-12,FEMALE,WHITE,NOT HISPANIC OR LATINX,30,NO,13,2,2024,3,8,Unknown,Unknown
226462,20240047352,2024-3783,3,21515,RECEIVING STOLEN MOTOR VEHICLE,26A,FALSE PRETENSE/SWINDLE/CONFIDENCE GAMES,2024-08-12,FEMALE,WHITE,NOT HISPANIC OR LATINX,30,NO,13,2,2024,3,8,Unknown,Unknown
226463,20240047352,2024-3783,4,31214,OPERATING M/V WITHOUT A LICENSE,NR,MOTOR VEHICLE VIOLATIONS,2024-08-12,FEMALE,WHITE,NOT HISPANIC OR LATINX,30,NO,13,2,2024,3,8,Unknown,Unknown
226464,20240047352,2024-3783,5,41312,"POSSESSION OF CLASS A, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2024-08-12,FEMALE,WHITE,NOT HISPANIC OR LATINX,30,NO,13,2,2024,3,8,Unknown,Unknown
226465,20240047352,2024-3783,6,41313,"POSSESSION OF CLASS B, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2024-08-12,FEMALE,WHITE,NOT HISPANIC OR LATINX,30,NO,13,2,2024,3,8,Unknown,Unknown
226466,20240052911,242067086,1,12112,UNARMED ASSAULT,13B,SIMPLE ASSAULT,2024-08-12,FEMALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,52,NO,18,2,2024,3,8,Dorchester,C11
226483,20240028821,232016487,1,12621,FAILURE TO REGISTER - SEX OFFENDER REGISTRY,90Z,ALL OTHER OFFENSES,2024-08-12,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,36,NO,17,2,2024,3,8,Downtown,A1
226495,20240028721,242009203,1,21311,OTHER,Unknown,OTHER,2024-08-12,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,22,NO,17,2,2024,3,8,Downtown,A1
226505,20240072920,242068581,1,11911,OTHER,Unknown,OTHER,2024-08-14,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,64,NO,20,3,2024,3,8,Roxbury,D4
226516,20240018613,242001281,1,11914,ASSAULT AND BATTERY BY MEANS OF A DANGEROUS WEAPON,13A,AGGRAVATED ASSAULT,2024-08-13,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,59,NO,19,3,2024,3,8,Jamaica Plain,E13
226517,20240018613,242001281,2,12421,"DISORDERLY CONDUCT, OTHER",Unknown,OTHER,2024-08-13,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,59,NO,19,3,2024,3,8,Jamaica Plain,E13
226518,20240018613,242001281,3,21411,OTHER,Unknown,OTHER,2024-08-13,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,59,NO,19,3,2024,3,8,Jamaica Plain,E13
226521,20240054610,242067295,1,12314,ASSAULT & BATTERY (209A),13A,AGGRAVATED ASSAULT,2024-08-13,FEMALE,BLACK OR AFRICAN AMERICAN,HISPANIC OR LATINX,54,NO,14,3,2024,3,8,Downtown,A1
226620,20240015505,242067255,1,21123,"BREAKING & ENTERING, NON-RES, DAY",220,BURGLARY/B&E,2024-08-13,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,31,NO,12,3,2024,3,8,West Roxbury,E5
226621,20240015505,242067255,2,22212,DESTRUCTION OR INJURY OF PERSONAL PROPERTY,290,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2024-08-13,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,31,NO,12,3,2024,3,8,West Roxbury,E5
226775,20240035804,242068688,1,21426,LARCENY $50 TO $250,23H,ALL OTHER LARCENY,2024-08-14,FEMALE,WHITE,NOT HISPANIC OR LATINX,27,NO,9,4,2024,3,8,Unknown,Unknown
226776,20240035804,242068688,2,22212,DESTRUCTION OR INJURY OF PERSONAL PROPERTY,290,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2024-08-14,FEMALE,WHITE,NOT HISPANIC OR LATINX,27,NO,9,4,2024,3,8,Unknown,Unknown
226777,20240035804,242068688,3,41127,"TRAFFICKING; CLASS B, DRUGS 14-27 GRAMS",35A,DRUG/NARCOTIC VIOLATIONS,2024-08-14,FEMALE,WHITE,NOT HISPANIC OR LATINX,27,NO,9,4,2024,3,8,Unknown,Unknown
226778,20240035804,242068688,4,41312,"POSSESSION OF CLASS A, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2024-08-14,FEMALE,WHITE,NOT HISPANIC OR LATINX,27,NO,9,4,2024,3,8,Unknown,Unknown
226779,20240035804,242068688,5,41312,"POSSESSION OF CLASS A, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2024-08-14,FEMALE,WHITE,NOT HISPANIC OR LATINX,27,NO,9,4,2024,3,8,Unknown,Unknown
226780,20240035804,242068688,6,41313,"POSSESSION OF CLASS B, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2024-08-14,FEMALE,WHITE,NOT HISPANIC OR LATINX,27,NO,9,4,2024,3,8,Unknown,Unknown
226790,20240072820,242068562,1,31214,OPERATING M/V WITHOUT A LICENSE,NR,MOTOR VEHICLE VIOLATIONS,2024-08-13,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,24,NO,19,3,2024,3,8,Unknown,Unknown
226791,20240072820,242068562,2,41127,"TRAFFICKING; CLASS B, DRUGS 14-27 GRAMS",35A,DRUG/NARCOTIC VIOLATIONS,2024-08-13,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,24,NO,19,3,2024,3,8,Unknown,Unknown
226792,20240072820,242068562,3,41221,"DISTRIBUTION OF CLASS B, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2024-08-13,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,24,NO,19,3,2024,3,8,Unknown,Unknown
226794,20240035304,242067244,1,21515,RECEIVING STOLEN MOTOR VEHICLE,26A,FALSE PRETENSE/SWINDLE/CONFIDENCE GAMES,2024-08-13,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,15,YES,13,3,2024,3,8,Back Bay,D4
226798,20240035504,242068595,1,12314,ASSAULT & BATTERY (209A),13A,AGGRAVATED ASSAULT,2024-08-14,FEMALE,ASIAN,NOT HISPANIC OR LATINX,36,NO,20,3,2024,3,8,Back Bay,D4
226825,20240035704,242068628,1,12314,ASSAULT & BATTERY (209A),13A,AGGRAVATED ASSAULT,2024-08-14,FEMALE,WHITE,NOT HISPANIC OR LATINX,28,NO,0,4,2024,3,8,Back Bay,D4
226833,20240035604,242068623,1,22212,DESTRUCTION OR INJURY OF PERSONAL PROPERTY,290,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2024-08-14,FEMALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,40,NO,23,3,2024,3,8,Roxbury,D4
226834,20240015705,242068651,1,21129,TRESPASSING,90J,TRESSPASSING,2024-08-14,MALE,WHITE,NOT HISPANIC OR LATINX,35,NO,6,4,2024,3,8,West Roxbury,E5
226835,20240015705,242068651,2,21131,"BREAKING & ENTERING A MOTOR VEHICLE, NIGHT",23G,THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES,2024-08-14,MALE,WHITE,NOT HISPANIC OR LATINX,35,NO,6,4,2024,3,8,West Roxbury,E5
226857,20240035404,242067244,1,21515,RECEIVING STOLEN MOTOR VEHICLE,26A,FALSE PRETENSE/SWINDLE/CONFIDENCE GAMES,2024-08-13,MALE,BLACK OR AFRICAN AMERICAN,HISPANIC OR LATINX,15,YES,13,3,2024,3,8,Back Bay,D4
226864,20240053011,242068638,1,12314,ASSAULT & BATTERY (209A),13A,AGGRAVATED ASSAULT,2024-08-14,MALE,BLACK OR AFRICAN AMERICAN,HISPANIC OR LATINX,35,NO,2,4,2024,3,8,Dorchester,C11
226865,20240054710,242068493,1,22212,DESTRUCTION OR INJURY OF PERSONAL PROPERTY,290,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2024-08-13,FEMALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,24,NO,15,3,2024,3,8,East Boston,A7
226870,20240072720,242068514,1,11312,CARJACKING,120,ROBBERY,2024-08-13,MALE,WHITE,HISPANIC OR LATINX,35,NO,16,3,2024,3,8,Back Bay,D4
226871,20240072720,242068514,2,11911,OTHER,Unknown,OTHER,2024-08-13,MALE,WHITE,HISPANIC OR LATINX,35,NO,16,3,2024,3,8,Back Bay,D4
226872,20240072720,242068514,3,11914,ASSAULT AND BATTERY BY MEANS OF A DANGEROUS WEAPON,13A,AGGRAVATED ASSAULT,2024-08-13,MALE,WHITE,HISPANIC OR LATINX,35,NO,16,3,2024,3,8,Back Bay,D4
226892,20240072620,242067283,1,21312,SHOPLIFTING - $200&OVER,23C,SHOPLIFITING,2024-08-13,MALE,WHITE,HISPANIC OR LATINX,29,NO,13,3,2024,3,8,Dorchester,C6
226893,20240015605,242067294,1,12314,ASSAULT & BATTERY (209A),13A,AGGRAVATED ASSAULT,2024-08-13,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,49,NO,13,3,2024,3,8,Roslindale,E5
226944,20240053211,242068850,1,21425,LARCENY OVER $250,23H,ALL OTHER LARCENY,2024-08-14,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,57,NO,18,4,2024,3,8,Dorchester,C11
226957,20240055010,242068993,1,21116,DWELLING HOUSE; DAY BREAKING AND ENTERING,220,BURGLARY/B&E,2024-08-15,FEMALE,WHITE,NOT HISPANIC OR LATINX,41,NO,9,5,2024,3,8,Charlestown,A15
226958,20240055010,242068993,2,21129,TRESPASSING,90J,TRESSPASSING,2024-08-15,FEMALE,WHITE,NOT HISPANIC OR LATINX,41,NO,9,5,2024,3,8,Charlestown,A15
226959,20240055010,242068993,3,21133,POSS OF BURGLARIOUS TOOLS,90Z,ALL OTHER OFFENSES,2024-08-15,FEMALE,WHITE,NOT HISPANIC OR LATINX,41,NO,9,5,2024,3,8,Charlestown,A15
226960,20240055010,242068993,4,21314,SHOPLIFTING UNDER $50,23C,SHOPLIFITING,2024-08-15,FEMALE,WHITE,NOT HISPANIC OR LATINX,41,NO,9,5,2024,3,8,Charlestown,A15
226961,20240055010,242068993,5,22212,DESTRUCTION OR INJURY OF PERSONAL PROPERTY,290,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2024-08-15,FEMALE,WHITE,NOT HISPANIC OR LATINX,41,NO,9,5,2024,3,8,Charlestown,A15
227004,20240073320,242068807,1,12611,OTHER,Unknown,OTHER,2024-08-14,MALE,BLACK OR AFRICAN AMERICAN,HISPANIC OR LATINX,48,NO,17,4,2024,3,8,Unknown,Unknown
227005,20240073320,242068807,2,31211,OTHER,Unknown,OTHER,2024-08-14,MALE,BLACK OR AFRICAN AMERICAN,HISPANIC OR LATINX,48,NO,17,4,2024,3,8,Unknown,Unknown
227034,20240068403,232052537,1,12311,OTHER,Unknown,OTHER,2024-08-14,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,35,NO,14,4,2024,3,8,Dorchester,B3
227042,20240035904,242005896,1,41312,"POSSESSION OF CLASS A, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2024-08-14,MALE,WHITE,NOT HISPANIC OR LATINX,45,NO,19,4,2024,3,8,Brighton,D14
227043,20240035904,242005896,2,41313,"POSSESSION OF CLASS B, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2024-08-14,MALE,WHITE,NOT HISPANIC OR LATINX,45,NO,19,4,2024,3,8,Brighton,D14
227044,20240055010,242068993,6,41313,"POSSESSION OF CLASS B, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2024-08-15,FEMALE,WHITE,NOT HISPANIC OR LATINX,41,NO,9,5,2024,3,8,Charlestown,A15
227045,20240017018,242068838,1,12314,ASSAULT & BATTERY (209A),13A,AGGRAVATED ASSAULT,2024-08-14,FEMALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,50,NO,18,4,2024,3,8,Roslindale,E18
227103,20240029021,232025731,1,41221,"DISTRIBUTION OF CLASS B, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2024-08-15,MALE,WHITE,NOT HISPANIC OR LATINX,25,NO,9,5,2024,3,8,Beacon Hill,A1
227111,20240006501,034483904,1,11611,OTHER,Unknown,OTHER,2024-08-15,MALE,WHITE,NOT HISPANIC OR LATINX,54,NO,9,5,2024,3,8,Unknown,Unknown
227130,20240047552,2024-3816,1,11923,ASSAULT AND BATTERY ON A POLICE OFFICER (INJURIES),13A,AGGRAVATED ASSAULT,2024-08-14,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,26,NO,10,4,2024,3,8,Unknown,Unknown
227131,20240047552,2024-3816,2,11929,RESISTING ARREST,90C,DISORDERLY CONDUCT,2024-08-14,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,26,NO,10,4,2024,3,8,Unknown,Unknown
227132,20240047552,2024-3816,3,12416,"PERSON, DISORDERLY",90C,DISORDERLY CONDUCT,2024-08-14,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,26,NO,10,4,2024,3,8,Unknown,Unknown
227134,20240054910,242068924,1,31214,OPERATING M/V WITHOUT A LICENSE,NR,MOTOR VEHICLE VIOLATIONS,2024-08-15,FEMALE,WHITE,NOT HISPANIC OR LATINX,33,NO,0,5,2024,3,8,East Boston,A7
227136,20240075202,242038006,1,11912,ASSAULT AND BATTERY BY MEANS OF A DANGEROUS WEAPON (GUN),13A,AGGRAVATED ASSAULT,2024-08-15,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,20,NO,12,5,2024,3,8,Roxbury,B2
227137,20240075202,242038006,2,12219,FIREARM DISCHARGED WITHIN 500 FT. OF DWELLING,520,WEAPON LAW VIOLATIONS,2024-08-15,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,20,NO,12,5,2024,3,8,Roxbury,B2
227139,20240073120,242068748,1,12314,ASSAULT & BATTERY (209A),13A,AGGRAVATED ASSAULT,2024-08-14,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,29,NO,13,4,2024,3,8,South End,D4
227173,20240073520,242068771,1,11913,ASSAULT AND BATTERY BY MEANS OF A DANGEROUS WEAPON (KNIFE),13A,AGGRAVATED ASSAULT,2024-08-15,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,59,NO,23,4,2024,3,8,Back Bay,D4
227230,20240073020,242068730,1,21313,SHOPLIFTING - $50 TO $200,23C,SHOPLIFITING,2024-08-14,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,46,NO,12,4,2024,3,8,Back Bay,D4
227244,20240016918,242068714,1,22212,DESTRUCTION OR INJURY OF PERSONAL PROPERTY,290,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2024-08-14,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,25,NO,11,4,2024,3,8,Roslindale,E18
227257,20240068503,192065402,1,21111,OTHER,Unknown,OTHER,2024-08-15,FEMALE,ASIAN,NOT HISPANIC OR LATINX,29,NO,9,5,2024,3,8,Unknown,A1
227258,20240068503,192065402,2,21425,LARCENY OVER $250,23H,ALL OTHER LARCENY,2024-08-15,FEMALE,ASIAN,NOT HISPANIC OR LATINX,29,NO,9,5,2024,3,8,Unknown,A1
227265,20240073620,242068946,1,11929,RESISTING ARREST,90C,DISORDERLY CONDUCT,2024-08-15,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,39,NO,3,5,2024,3,8,Downtown,A1
227266,20240073620,242068946,2,41313,"POSSESSION OF CLASS B, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2024-08-15,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,39,NO,3,5,2024,3,8,Downtown,A1
227269,20240073420,242068859,1,11611,OTHER,Unknown,OTHER,2024-08-14,MALE,WHITE,NOT HISPANIC OR LATINX,30,NO,18,4,2024,3,8,Downtown,A1
227273,20240053111,242068760,1,12711,ASSAULT & BATTERY (209A) FELONY SECTION,13A,AGGRAVATED ASSAULT,2024-08-14,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,25,NO,14,4,2024,3,8,Dorchester,C11
227308,20240054810,242068663,1,11412,FAILURE TO REGISTER - SEX OFFENDER REGISTRY,90Z,ALL OTHER OFFENSES,2024-08-14,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,33,NO,9,4,2024,3,8,Downtown,A1
227309,20240054810,242068663,2,21425,LARCENY OVER $250,23H,ALL OTHER LARCENY,2024-08-14,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,33,NO,9,4,2024,3,8,Downtown,A1
227328,20240075402,242069160,1,11916,ASSAULT BY MEANS OF A DANGEROUS WEAPON (GUN),13A,AGGRAVATED ASSAULT,2024-08-15,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,45,NO,17,5,2024,3,8,Unknown,B2
227329,20240075402,242069160,2,41214,"DISTRIBUTION OF CLASS A, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2024-08-15,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,45,NO,17,5,2024,3,8,Unknown,B2
227359,20240075602,242069927,1,11929,RESISTING ARREST,90C,DISORDERLY CONDUCT,2024-08-16,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,32,NO,22,5,2024,3,8,Roxbury,B2
227360,20240075602,242069927,2,12214,UNLAWFUL POSSESSION OF FIREARM,520,WEAPON LAW VIOLATIONS,2024-08-16,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,32,NO,22,5,2024,3,8,Roxbury,B2
227367,20240036104,242069366,1,12314,ASSAULT & BATTERY (209A),13A,AGGRAVATED ASSAULT,2024-08-16,FEMALE,ASIAN,NOT HISPANIC OR LATINX,44,NO,10,6,2024,3,8,Back Bay,D4
227383,20240029121,242069039,1,21211,OTHER,Unknown,OTHER,2024-08-15,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,54,NO,11,5,2024,3,8,Back Bay,D4
227384,20240029121,242069039,2,21311,OTHER,Unknown,OTHER,2024-08-15,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,54,NO,11,5,2024,3,8,Back Bay,D4
227385,20240029121,242069039,3,21425,LARCENY OVER $250,23H,ALL OTHER LARCENY,2024-08-15,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,54,NO,11,5,2024,3,8,Back Bay,D4
227386,20240029121,242069039,4,41312,"POSSESSION OF CLASS A, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2024-08-15,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,54,NO,11,5,2024,3,8,Back Bay,D4
227387,20240029121,242069039,5,41312,"POSSESSION OF CLASS A, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2024-08-15,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,54,NO,11,5,2024,3,8,Back Bay,D4
227391,20240073720,232055453,1,11915,ASSAULT AND BATTERY (INJURIES),13A,AGGRAVATED ASSAULT,2024-08-15,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,32,NO,11,5,2024,3,8,Downtown,A1
227404,20240017218,242069351,1,12314,ASSAULT & BATTERY (209A),13A,AGGRAVATED ASSAULT,2024-08-16,FEMALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,39,NO,10,6,2024,3,8,Hyde Park,E18
227413,20240018713,242069188,1,12214,UNLAWFUL POSSESSION OF FIREARM,520,WEAPON LAW VIOLATIONS,2024-08-15,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,31,NO,18,5,2024,3,8,Jamaica Plain,E13
227416,20240075302,242066609,1,41127,"TRAFFICKING; CLASS B, DRUGS 14-27 GRAMS",35A,DRUG/NARCOTIC VIOLATIONS,2024-08-15,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,35,NO,13,5,2024,3,8,Roxbury,B2
227441,20240029321,242069279,1,12611,OTHER,Unknown,OTHER,2024-08-16,MALE,BLACK OR AFRICAN AMERICAN,HISPANIC OR LATINX,30,NO,3,6,2024,3,8,Dorchester,C11
227442,20240029321,242069279,2,12611,OTHER,Unknown,OTHER,2024-08-16,MALE,BLACK OR AFRICAN AMERICAN,HISPANIC OR LATINX,30,NO,3,6,2024,3,8,Dorchester,C11
227443,20240029321,242069279,3,12611,OTHER,Unknown,OTHER,2024-08-16,MALE,BLACK OR AFRICAN AMERICAN,HISPANIC OR LATINX,30,NO,3,6,2024,3,8,Dorchester,C11
227444,20240029321,242069279,4,12611,OTHER,Unknown,OTHER,2024-08-16,MALE,BLACK OR AFRICAN AMERICAN,HISPANIC OR LATINX,30,NO,3,6,2024,3,8,Dorchester,C11
227475,20240018713,242069188,2,12222,UNLAWFUL POSSESSION OF AMMUNITION,NR,OTHER PART II,2024-08-15,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,31,NO,18,5,2024,3,8,Jamaica Plain,E13
227476,20240018713,242069188,3,41221,"DISTRIBUTION OF CLASS B, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2024-08-15,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,31,NO,18,5,2024,3,8,Jamaica Plain,E13
227477,20240018713,242069188,4,41224,"POSSESSION W/I TO DISTRIBUTE, CLASS B, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2024-08-15,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,31,NO,18,5,2024,3,8,Jamaica Plain,E13
227489,20240036004,242069218,1,21313,SHOPLIFTING - $50 TO $200,23C,SHOPLIFITING,2024-08-15,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,16,YES,19,5,2024,3,8,South End,D4
227505,20240029321,242069279,5,12611,OTHER,Unknown,OTHER,2024-08-16,MALE,BLACK OR AFRICAN AMERICAN,HISPANIC OR LATINX,30,NO,3,6,2024,3,8,Dorchester,C11
